"quants","quant","impact"
0,"1%","pel_lb_2008.tif"
0,"5%","pel_lb_2008.tif"
2.26991032832302e-05,"50%","pel_lb_2008.tif"
0.00278045679442585,"95%","pel_lb_2008.tif"
0.0147872492671013,"99%","pel_lb_2008.tif"
