"quants","quant","impact"
0,"1%","dem_nondest_lb_2006.tif"
0,"5%","dem_nondest_lb_2006.tif"
0,"50%","dem_nondest_lb_2006.tif"
0.00144287128927757,"95%","dem_nondest_lb_2006.tif"
0.0296794122324756,"99%","dem_nondest_lb_2006.tif"
