"quants","quant","impact"
0,"1%","dem_nondest_lb_2009.tif"
0,"5%","dem_nondest_lb_2009.tif"
0,"50%","dem_nondest_lb_2009.tif"
0.00168779899831861,"95%","dem_nondest_lb_2009.tif"
0.0297561436891556,"99%","dem_nondest_lb_2009.tif"
