"quants","quant","impact"
0,"1%","dem_dest_2012.tif"
0,"5%","dem_dest_2012.tif"
4.34009643114015e-06,"50%","dem_dest_2012.tif"
0.0150999310102957,"95%","dem_dest_2012.tif"
0.117198242428589,"99%","dem_dest_2012.tif"
