"quants","quant","impact"
0,"1%","nutrient_2010.tif"
0,"5%","nutrient_2010.tif"
0,"50%","nutrient_2010.tif"
0,"95%","nutrient_2010.tif"
0.0310291330544758,"99%","nutrient_2010.tif"
