"quants","quant","impact"
0,"1%","sst_2004.tif"
0,"5%","sst_2004.tif"
0.2109375,"50%","sst_2004.tif"
1.0125,"95%","sst_2004.tif"
1.4765625,"99%","sst_2004.tif"
