"quants","quant","impact"
0,"1%","dem_dest_2003.tif"
0,"5%","dem_dest_2003.tif"
6.28745101494133e-06,"50%","dem_dest_2003.tif"
0.0196520853787661,"95%","dem_dest_2003.tif"
0.172741457819939,"99%","dem_dest_2003.tif"
