"quants","quant","impact"
0,"1%","dem_dest_2011.tif"
0,"5%","dem_dest_2011.tif"
6.66157029627357e-06,"50%","dem_dest_2011.tif"
0.0148651665076613,"95%","dem_dest_2011.tif"
0.116461776196957,"99%","dem_dest_2011.tif"
