"quants","quant","impact"
0,"1%","nutrient_2006.tif"
0,"5%","nutrient_2006.tif"
0,"50%","nutrient_2006.tif"
0,"95%","nutrient_2006.tif"
0.0289074573665848,"99%","nutrient_2006.tif"
