"quants","quant","impact"
0,"1%","art_fish_2012.tif"
0,"5%","art_fish_2012.tif"
0,"50%","art_fish_2012.tif"
0,"95%","art_fish_2012.tif"
0.11655143983662,"99%","art_fish_2012.tif"
