"quants","quant","impact"
0,"1%","nutrient_2008.tif"
0,"5%","nutrient_2008.tif"
0,"50%","nutrient_2008.tif"
0,"95%","nutrient_2008.tif"
0.03051515603438,"99%","nutrient_2008.tif"
