"quants","quant","impact"
0,"1%","nutrient_2003.tif"
0,"5%","nutrient_2003.tif"
0,"50%","nutrient_2003.tif"
0,"95%","nutrient_2003.tif"
0.0291334453970191,"99%","nutrient_2003.tif"
