"quants","quant","impact"
0,"1%","dem_nondest_lb_2012.tif"
0,"5%","dem_nondest_lb_2012.tif"
0,"50%","dem_nondest_lb_2012.tif"
0.00154616590589285,"95%","dem_nondest_lb_2012.tif"
0.0304380524903536,"99%","dem_nondest_lb_2012.tif"
