"quants","quant","impact"
0,"1%","art_fish_2008.tif"
0,"5%","art_fish_2008.tif"
0,"50%","art_fish_2008.tif"
0,"95%","art_fish_2008.tif"
0.118949361145496,"99%","art_fish_2008.tif"
