"quants","quant","impact"
0,"1%","dem_nondest_lb_2004.tif"
0,"5%","dem_nondest_lb_2004.tif"
0,"50%","dem_nondest_lb_2004.tif"
0.00152540986891836,"95%","dem_nondest_lb_2004.tif"
0.0342564769089222,"99%","dem_nondest_lb_2004.tif"
