"quants","quant","impact"
0,"1%","shipping_2010.tif"
0,"5%","shipping_2010.tif"
0.0799078183701229,"50%","shipping_2010.tif"
0.378270018731324,"95%","shipping_2010.tif"
0.578264502031792,"99%","shipping_2010.tif"
