"quants","quant","impact"
0,"1%","dem_nondest_hb_2012.tif"
0,"5%","dem_nondest_hb_2012.tif"
1.31868432617921e-07,"50%","dem_nondest_hb_2012.tif"
0.00604014890268445,"95%","dem_nondest_hb_2012.tif"
0.0599556677043438,"99%","dem_nondest_hb_2012.tif"
