"quants","quant","impact"
0,"1%","direct_human_2007.tif"
0,"5%","direct_human_2007.tif"
0,"50%","direct_human_2007.tif"
0,"95%","direct_human_2007.tif"
0,"99%","direct_human_2007.tif"
