"quants","quant","impact"
0,"1%","nutrient_2009.tif"
0,"5%","nutrient_2009.tif"
0,"50%","nutrient_2009.tif"
0,"95%","nutrient_2009.tif"
0.0282911903374757,"99%","nutrient_2009.tif"
