"quants","quant","impact"
0,"1%","sst_2009.tif"
0,"5%","sst_2009.tif"
0.421875,"50%","sst_2009.tif"
1.24453125,"95%","sst_2009.tif"
1.62421875,"99%","sst_2009.tif"
