"quants","quant","impact"
0,"1%","pel_lb_2011.tif"
0,"5%","pel_lb_2011.tif"
2.64351565419929e-05,"50%","pel_lb_2011.tif"
0.0029942998662591,"95%","pel_lb_2011.tif"
0.0150236813351512,"99%","pel_lb_2011.tif"
