"quants","quant","impact"
0,"1%","shipping_2011.tif"
0,"5%","shipping_2011.tif"
0.0830855922609707,"50%","shipping_2011.tif"
0.388653590159641,"95%","shipping_2011.tif"
0.586438650793561,"99%","shipping_2011.tif"
