"quants","quant","impact"
0,"1%","dem_nondest_hb_2006.tif"
0,"5%","dem_nondest_hb_2006.tif"
2.59438110106203e-07,"50%","dem_nondest_hb_2006.tif"
0.00669412827119231,"95%","dem_nondest_hb_2006.tif"
0.058272872120142,"99%","dem_nondest_hb_2006.tif"
