"quants","quant","impact"
0,"1%","art_fish_2013.tif"
0,"5%","art_fish_2013.tif"
0,"50%","art_fish_2013.tif"
0,"95%","art_fish_2013.tif"
0.120191028632079,"99%","art_fish_2013.tif"
