"quants","quant","impact"
0,"1%","nutrient_2011.tif"
0,"5%","nutrient_2011.tif"
0,"50%","nutrient_2011.tif"
0,"95%","nutrient_2011.tif"
0.0321265447884795,"99%","nutrient_2011.tif"
