"quants","quant","impact"
0,"1%","art_fish_2010.tif"
0,"5%","art_fish_2010.tif"
0,"50%","art_fish_2010.tif"
0,"95%","art_fish_2010.tif"
0.115723885595798,"99%","art_fish_2010.tif"
