"quants","quant","impact"
0,"1%","pel_hb_2006.tif"
0,"5%","pel_hb_2006.tif"
0.000360105681465939,"50%","pel_hb_2006.tif"
0.0421571955084801,"95%","pel_hb_2006.tif"
0.254305869340897,"99%","pel_hb_2006.tif"
