"quants","quant","impact"
0,"1%","dem_dest_2007.tif"
0,"5%","dem_dest_2007.tif"
9.51320816966472e-06,"50%","dem_dest_2007.tif"
0.0160172153264284,"95%","dem_dest_2007.tif"
0.122411221265793,"99%","dem_dest_2007.tif"
