"quants","quant","impact"
0,"1%","art_fish_2009.tif"
0,"5%","art_fish_2009.tif"
0,"50%","art_fish_2009.tif"
0,"95%","art_fish_2009.tif"
0.119256331149426,"99%","art_fish_2009.tif"
