"quants","quant","impact"
0,"1%","sst_2008.tif"
0,"5%","sst_2008.tif"
0.31640625,"50%","sst_2008.tif"
1.27578125,"95%","sst_2008.tif"
1.75078125,"99%","sst_2008.tif"
