"quants","quant","impact"
0,"1%","pel_hb_2010.tif"
0,"5%","pel_hb_2010.tif"
0.000355691969161853,"50%","pel_hb_2010.tif"
0.032080139964819,"95%","pel_hb_2010.tif"
0.221448674798012,"99%","pel_hb_2010.tif"
