"quants","quant","impact"
0,"1%","uv_2013.tif"
0,"5%","uv_2013.tif"
0,"50%","uv_2013.tif"
0.293290451124834,"95%","uv_2013.tif"
0.437515817630879,"99%","uv_2013.tif"
