"quants","quant","impact"
0,"1%","pel_hb_2004.tif"
0,"5%","pel_hb_2004.tif"
0.000441186492065861,"50%","pel_hb_2004.tif"
0.0428674331336933,"95%","pel_hb_2004.tif"
0.245031812580801,"99%","pel_hb_2004.tif"
