"quants","quant","impact"
0,"1%","sst_2012.tif"
0,"5%","sst_2012.tif"
0.48515625,"50%","sst_2012.tif"
1.53984375,"95%","sst_2012.tif"
1.99557291666667,"99%","sst_2012.tif"
