"quants","quant","impact"
0,"1%","nutrient_2005.tif"
0,"5%","nutrient_2005.tif"
0,"50%","nutrient_2005.tif"
0,"95%","nutrient_2005.tif"
0.0298942399177053,"99%","nutrient_2005.tif"
