"quants","quant","impact"
0,"1%","uv_2010.tif"
0,"5%","uv_2010.tif"
0,"50%","uv_2010.tif"
0.137488782405853,"95%","uv_2010.tif"
0.217091113328934,"99%","uv_2010.tif"
