"quants","quant","impact"
0,"1%","dem_nondest_lb_2010.tif"
0,"5%","dem_nondest_lb_2010.tif"
0,"50%","dem_nondest_lb_2010.tif"
0.00154610449711588,"95%","dem_nondest_lb_2010.tif"
0.0284226394400349,"99%","dem_nondest_lb_2010.tif"
