"quants","quant","impact"
0,"1%","nutrient_2007.tif"
0,"5%","nutrient_2007.tif"
0,"50%","nutrient_2007.tif"
0,"95%","nutrient_2007.tif"
0.0312913466244935,"99%","nutrient_2007.tif"
