"quants","quant","impact"
0,"1%","sst_2007.tif"
0,"5%","sst_2007.tif"
0.288946956396103,"50%","sst_2007.tif"
1.28671872615814,"95%","sst_2007.tif"
1.89270842075348,"99%","sst_2007.tif"
