"quants","quant","impact"
0,"1%","dem_nondest_lb_2007.tif"
0,"5%","dem_nondest_lb_2007.tif"
0,"50%","dem_nondest_lb_2007.tif"
0.00153608620166779,"95%","dem_nondest_lb_2007.tif"
0.0314379036426544,"99%","dem_nondest_lb_2007.tif"
