"quants","quant","impact"
0,"1%","shipping_2004.tif"
0,"5%","shipping_2004.tif"
0.062165230512619,"50%","shipping_2004.tif"
0.346475511789322,"95%","shipping_2004.tif"
0.547328650951385,"99%","shipping_2004.tif"
