"quants","quant","impact"
0,"1%","dem_nondest_lb_2013.tif"
0,"5%","dem_nondest_lb_2013.tif"
0,"50%","dem_nondest_lb_2013.tif"
0.00148111581802368,"95%","dem_nondest_lb_2013.tif"
0.0321340076625347,"99%","dem_nondest_lb_2013.tif"
