"quants","quant","impact"
0,"1%","nutrient_2004.tif"
0,"5%","nutrient_2004.tif"
0,"50%","nutrient_2004.tif"
0,"95%","nutrient_2004.tif"
0.0303050180897115,"99%","nutrient_2004.tif"
