"quants","quant","impact"
0,"1%","dem_nondest_lb_2005.tif"
0,"5%","dem_nondest_lb_2005.tif"
0,"50%","dem_nondest_lb_2005.tif"
0.0014589736238122,"95%","dem_nondest_lb_2005.tif"
0.0310994330793619,"99%","dem_nondest_lb_2005.tif"
