"quants","quant","impact"
0,"1%","dem_nondest_lb_2011.tif"
0,"5%","dem_nondest_lb_2011.tif"
0,"50%","dem_nondest_lb_2011.tif"
0.00150245649274439,"95%","dem_nondest_lb_2011.tif"
0.0287395063787699,"99%","dem_nondest_lb_2011.tif"
