"habitat","mean","impact"
"suspension_reef",0.00184376754653123,"shipping"
"surface_waters",0.00256304063679625,"shipping"
"s_t_s_bottom",0.0013678931774882,"shipping"
"soft_slope",0.00227561348836243,"shipping"
"soft_shelf",0.0046015596388082,"shipping"
"seamounts",0.00191882559714747,"shipping"
"seagrass",0.00226781970225667,"shipping"
"salt_marsh",0.00184376754653123,"shipping"
"rocky_reef",0.00429881255016406,"shipping"
"rky_intidal",0.00184376754653123,"shipping"
"mangroves",0.00129859829734809,"shipping"
"kelp",0.0013839528977654,"shipping"
"inttidalmud",0.00184376754653123,"shipping"
"ice",0.0025378965225052,"shipping"
"ice",0.000406552772155086,"shipping"
"hard_slope",0.00341492161623236,"shipping"
"hard_shelf",0.00395770271655343,"shipping"
"d_s_benthic",0.00257861713170203,"shipping"
"d_h_bottom",0.00159904263869137,"shipping"
"deep_waters",0.00256304063679625,"shipping"
"coral_reef",0.00309409284835598,"shipping"
"beach",0.00184376754653123,"shipping"
