"habitat","mean","impact"
"suspension_reef",1.02566069909563e-05,"pel_hb"
"surface_waters",-5.76275628922154e-05,"pel_hb"
"s_t_s_bottom",-0.000152502529025898,"pel_hb"
"soft_slope",0.000592704948141333,"pel_hb"
"soft_shelf",-0.00018233879248717,"pel_hb"
"seamounts",-7.76163027054585e-05,"pel_hb"
"seagrass",0.000378608540421818,"pel_hb"
"salt_marsh",1.02566069909563e-05,"pel_hb"
"rocky_reef",-0.000107791922574752,"pel_hb"
"rky_intidal",1.02566069909563e-05,"pel_hb"
"mangroves",0.000239384631453488,"pel_hb"
"kelp",5.4368959630258e-05,"pel_hb"
"inttidalmud",1.02566069909563e-05,"pel_hb"
"ice",-5.78870982894471e-05,"pel_hb"
"ice",0.000303321938883631,"pel_hb"
"hard_slope",2.15571981034938e-05,"pel_hb"
"hard_shelf",-0.000363240046300181,"pel_hb"
"d_s_benthic",-0.000112528140060581,"pel_hb"
"d_h_bottom",-4.95413864513903e-05,"pel_hb"
"deep_waters",-5.76275628922154e-05,"pel_hb"
"coral_reef",1.50191582131688e-05,"pel_hb"
"beach",1.02566069909563e-05,"pel_hb"
