"habitat","year","impact"
"beach",2003,1.24077569195465
"beach",2004,1.25570508006963
"beach",2005,1.24611478656039
"beach",2006,1.28591317528731
"beach",2007,1.32093436179485
"beach",2008,1.31691492972637
"beach",2009,1.33554079477987
"beach",2010,1.44035460705253
"beach",2011,1.43479084006976
"beach",2012,1.49017784375847
"beach",2013,1.5306766157329
