"KNBpackage","year","data_stage","filepath","new_file_name","data_name"
"SST","2009","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/sst/final/sst_2009_rescaled_mol.tif","sst_2009_rescaled.tif","SST data for year 2009 (rescaled)"
"SST","2010","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/sst/final/sst_2010_rescaled_mol.tif","sst_2010_rescaled.tif","SST data for year 2010 (rescaled)"
"SST","2011","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/sst/final/sst_2011_rescaled_mol.tif","sst_2011_rescaled.tif","SST data for year 2011 (rescaled)"
"SST","2012","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/sst/final/sst_2012_rescaled_mol.tif","sst_2012_rescaled.tif","SST data for year 2012 (rescaled)"
"SST","2013","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/sst/final/sst_2013_rescaled_mol.tif","sst_2013_rescaled.tif","SST data for year 2013 (rescaled)"
"SST","2003","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/sst_2003.tif","sst_2003_impact.tif","SST data for year 2003 (impact)"
"SST","2004","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/sst_2004.tif","sst_2004_impact.tif","SST data for year 2004 (impact)"
"SST","2005","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/sst_2005.tif","sst_2005_impact.tif","SST data for year 2005 (impact)"
"SST","2006","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/sst_2006.tif","sst_2006_impact.tif","SST data for year 2006 (impact)"
"SST","2007","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/sst_2007.tif","sst_2007_impact.tif","SST data for year 2007 (impact)"
"SST","2008","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/sst_2008.tif","sst_2008_impact.tif","SST data for year 2008 (impact)"
"SST","2009","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/sst_2009.tif","sst_2009_impact.tif","SST data for year 2009 (impact)"
"SST","2010","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/sst_2010.tif","sst_2010_impact.tif","SST data for year 2010 (impact)"
"SST","2011","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/sst_2011.tif","sst_2011_impact.tif","SST data for year 2011 (impact)"
"SST","2012","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/sst_2012.tif","sst_2012_impact.tif","SST data for year 2012 (impact)"
"SST","2013","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/sst_2013.tif","sst_2013_impact.tif","SST data for year 2013 (impact)"
"SST","2003-2013","trend","/home/shares/ohi/git-annex/impact_acceleration/impact/trend/impacts/sst_trend.tif","sst_2003-2013_trend.tif","SST data for year 2003-2013 (trend)"
"OA","2003","raw","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll/global_arag_avg_moll_2003.tif","oa_2003_raw.tif","OA data for year 2003 (raw)"
"OA","2004","raw","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll/global_arag_avg_moll_2004.tif","oa_2004_raw.tif","OA data for year 2004 (raw)"
"OA","2005","raw","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll/global_arag_avg_moll_2005.tif","oa_2005_raw.tif","OA data for year 2005 (raw)"
"OA","2006","raw","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll/global_arag_avg_moll_2006.tif","oa_2006_raw.tif","OA data for year 2006 (raw)"
"OA","2007","raw","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll/global_arag_avg_moll_2007.tif","oa_2007_raw.tif","OA data for year 2007 (raw)"
"OA","2008","raw","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll/global_arag_avg_moll_2008.tif","oa_2008_raw.tif","OA data for year 2008 (raw)"
"OA","2009","raw","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll/global_arag_avg_moll_2009.tif","oa_2009_raw.tif","OA data for year 2009 (raw)"
"OA","2010","raw","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll/global_arag_avg_moll_2010.tif","oa_2010_raw.tif","OA data for year 2010 (raw)"
"OA","2011","raw","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll/global_arag_avg_moll_2011.tif","oa_2011_raw.tif","OA data for year 2011 (raw)"
"OA","2012","raw","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll/global_arag_avg_moll_2012.tif","oa_2012_raw.tif","OA data for year 2012 (raw)"
"OA","2013","raw","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll/global_arag_avg_moll_2013.tif","oa_2013_raw.tif","OA data for year 2013 (raw)"
"OA","2003","rescaled","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll_rescaled/oa_rescaled_2003.tif","oa_2003_rescaled.tif","OA data for year 2003 (rescaled)"
"OA","2004","rescaled","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll_rescaled/oa_rescaled_2004.tif","oa_2004_rescaled.tif","OA data for year 2004 (rescaled)"
"OA","2005","rescaled","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll_rescaled/oa_rescaled_2005.tif","oa_2005_rescaled.tif","OA data for year 2005 (rescaled)"
"OA","2006","rescaled","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll_rescaled/oa_rescaled_2006.tif","oa_2006_rescaled.tif","OA data for year 2006 (rescaled)"
"OA","2007","rescaled","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll_rescaled/oa_rescaled_2007.tif","oa_2007_rescaled.tif","OA data for year 2007 (rescaled)"
"OA","2008","rescaled","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll_rescaled/oa_rescaled_2008.tif","oa_2008_rescaled.tif","OA data for year 2008 (rescaled)"
"OA","2009","rescaled","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll_rescaled/oa_rescaled_2009.tif","oa_2009_rescaled.tif","OA data for year 2009 (rescaled)"
"OA","2010","rescaled","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll_rescaled/oa_rescaled_2010.tif","oa_2010_rescaled.tif","OA data for year 2010 (rescaled)"
"OA","2011","rescaled","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll_rescaled/oa_rescaled_2011.tif","oa_2011_rescaled.tif","OA data for year 2011 (rescaled)"
"OA","2012","rescaled","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll_rescaled/oa_rescaled_2012.tif","oa_2012_rescaled.tif","OA data for year 2012 (rescaled)"
"OA","2013","rescaled","/home/shares/ohi/git-annex/globalprep/prs_oa/v2017/int/annual_avg_moll_rescaled/oa_rescaled_2013.tif","oa_2013_rescaled.tif","OA data for year 2013 (rescaled)"
"OA","2003","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/oa_2003.tif","oa_2003_impact.tif","OA data for year 2003 (impact)"
"OA","2004","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/oa_2004.tif","oa_2004_impact.tif","OA data for year 2004 (impact)"
"OA","2005","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/oa_2005.tif","oa_2005_impact.tif","OA data for year 2005 (impact)"
"OA","2006","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/oa_2006.tif","oa_2006_impact.tif","OA data for year 2006 (impact)"
"OA","2007","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/oa_2007.tif","oa_2007_impact.tif","OA data for year 2007 (impact)"
"OA","2008","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/oa_2008.tif","oa_2008_impact.tif","OA data for year 2008 (impact)"
"OA","2009","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/oa_2009.tif","oa_2009_impact.tif","OA data for year 2009 (impact)"
"OA","2010","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/oa_2010.tif","oa_2010_impact.tif","OA data for year 2010 (impact)"
"OA","2011","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/oa_2011.tif","oa_2011_impact.tif","OA data for year 2011 (impact)"
"OA","2012","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/oa_2012.tif","oa_2012_impact.tif","OA data for year 2012 (impact)"
"OA","2013","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/oa_2013.tif","oa_2013_impact.tif","OA data for year 2013 (impact)"
"OA","2003-2013","trend","/home/shares/ohi/git-annex/impact_acceleration/impact/trend/impacts/oa_trend.tif","oa_2003-2013_trend.tif","OA data for year 2003-2013 (trend)"
"SLR","2003","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/int/slr_gf_mol_mask_2003.tif","slr_2003_raw.tif","SLR data for year 2003 (raw)"
"SLR","2004","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/int/slr_gf_mol_mask_2004.tif","slr_2004_raw.tif","SLR data for year 2004 (raw)"
"SLR","2005","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/int/slr_gf_mol_mask_2005.tif","slr_2005_raw.tif","SLR data for year 2005 (raw)"
"SLR","2006","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/int/slr_gf_mol_mask_2006.tif","slr_2006_raw.tif","SLR data for year 2006 (raw)"
"SLR","2007","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/int/slr_gf_mol_mask_2007.tif","slr_2007_raw.tif","SLR data for year 2007 (raw)"
"SLR","2008","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/int/slr_gf_mol_mask_2008.tif","slr_2008_raw.tif","SLR data for year 2008 (raw)"
"SLR","2009","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/int/slr_gf_mol_mask_2009.tif","slr_2009_raw.tif","SLR data for year 2009 (raw)"
"SLR","2010","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/int/slr_gf_mol_mask_2010.tif","slr_2010_raw.tif","SLR data for year 2010 (raw)"
"SLR","2011","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/int/slr_gf_mol_mask_2011.tif","slr_2011_raw.tif","SLR data for year 2011 (raw)"
"SLR","2012","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/int/slr_gf_mol_mask_2012.tif","slr_2012_raw.tif","SLR data for year 2012 (raw)"
"SLR","2013","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/int/slr_gf_mol_mask_2013.tif","slr_2013_raw.tif","SLR data for year 2013 (raw)"
"SLR","2003","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/final/slr_2003_rescaled_mol.tif","slr_2003_rescaled.tif","SLR data for year 2003 (rescaled)"
"SLR","2004","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/final/slr_2004_rescaled_mol.tif","slr_2004_rescaled.tif","SLR data for year 2004 (rescaled)"
"SLR","2005","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/final/slr_2005_rescaled_mol.tif","slr_2005_rescaled.tif","SLR data for year 2005 (rescaled)"
"SLR","2006","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/final/slr_2006_rescaled_mol.tif","slr_2006_rescaled.tif","SLR data for year 2006 (rescaled)"
"SLR","2007","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/final/slr_2007_rescaled_mol.tif","slr_2007_rescaled.tif","SLR data for year 2007 (rescaled)"
"SLR","2008","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/final/slr_2008_rescaled_mol.tif","slr_2008_rescaled.tif","SLR data for year 2008 (rescaled)"
"SLR","2009","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/final/slr_2009_rescaled_mol.tif","slr_2009_rescaled.tif","SLR data for year 2009 (rescaled)"
"SLR","2010","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/final/slr_2010_rescaled_mol.tif","slr_2010_rescaled.tif","SLR data for year 2010 (rescaled)"
"SLR","2011","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/final/slr_2011_rescaled_mol.tif","slr_2011_rescaled.tif","SLR data for year 2011 (rescaled)"
"SLR","2012","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/final/slr_2012_rescaled_mol.tif","slr_2012_rescaled.tif","SLR data for year 2012 (rescaled)"
"SLR","2013","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/slr/final/slr_2013_rescaled_mol.tif","slr_2013_rescaled.tif","SLR data for year 2013 (rescaled)"
"SLR","2003","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/slr_2003.tif","slr_2003_impact.tif","SLR data for year 2003 (impact)"
"SLR","2004","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/slr_2004.tif","slr_2004_impact.tif","SLR data for year 2004 (impact)"
"SLR","2005","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/slr_2005.tif","slr_2005_impact.tif","SLR data for year 2005 (impact)"
"SLR","2006","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/slr_2006.tif","slr_2006_impact.tif","SLR data for year 2006 (impact)"
"SLR","2007","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/slr_2007.tif","slr_2007_impact.tif","SLR data for year 2007 (impact)"
"SLR","2008","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/slr_2008.tif","slr_2008_impact.tif","SLR data for year 2008 (impact)"
"SLR","2009","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/slr_2009.tif","slr_2009_impact.tif","SLR data for year 2009 (impact)"
"SLR","2010","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/slr_2010.tif","slr_2010_impact.tif","SLR data for year 2010 (impact)"
"SLR","2011","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/slr_2011.tif","slr_2011_impact.tif","SLR data for year 2011 (impact)"
"SLR","2012","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/slr_2012.tif","slr_2012_impact.tif","SLR data for year 2012 (impact)"
"SLR","2013","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/slr_2013.tif","slr_2013_impact.tif","SLR data for year 2013 (impact)"
"SLR","2003-2013","trend","/home/shares/ohi/git-annex/impact_acceleration/impact/trend/impacts/slr_trend.tif","slr_2003-2013_trend.tif","SLR data for year 2003-2013 (trend)"
"Artisanal fishing","2003","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/int/catch_annual_npp_rasters/art_fish_2003.tif","artisanal_fishing_2003_raw.tif","Artisanal fishing data for year 2003 (raw)"
"Artisanal fishing","2004","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/int/catch_annual_npp_rasters/art_fish_2004.tif","artisanal_fishing_2004_raw.tif","Artisanal fishing data for year 2004 (raw)"
"Artisanal fishing","2005","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/int/catch_annual_npp_rasters/art_fish_2005.tif","artisanal_fishing_2005_raw.tif","Artisanal fishing data for year 2005 (raw)"
"Artisanal fishing","2006","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/int/catch_annual_npp_rasters/art_fish_2006.tif","artisanal_fishing_2006_raw.tif","Artisanal fishing data for year 2006 (raw)"
"Artisanal fishing","2007","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/int/catch_annual_npp_rasters/art_fish_2007.tif","artisanal_fishing_2007_raw.tif","Artisanal fishing data for year 2007 (raw)"
"Artisanal fishing","2008","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/int/catch_annual_npp_rasters/art_fish_2008.tif","artisanal_fishing_2008_raw.tif","Artisanal fishing data for year 2008 (raw)"
"Artisanal fishing","2009","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/int/catch_annual_npp_rasters/art_fish_2009.tif","artisanal_fishing_2009_raw.tif","Artisanal fishing data for year 2009 (raw)"
"Artisanal fishing","2010","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/int/catch_annual_npp_rasters/art_fish_2010.tif","artisanal_fishing_2010_raw.tif","Artisanal fishing data for year 2010 (raw)"
"Artisanal fishing","2011","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/int/catch_annual_npp_rasters/art_fish_2011.tif","artisanal_fishing_2011_raw.tif","Artisanal fishing data for year 2011 (raw)"
"Artisanal fishing","2012","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/int/catch_annual_npp_rasters/art_fish_2012.tif","artisanal_fishing_2012_raw.tif","Artisanal fishing data for year 2012 (raw)"
"Artisanal fishing","2013","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/int/catch_annual_npp_rasters/art_fish_2013.tif","artisanal_fishing_2013_raw.tif","Artisanal fishing data for year 2013 (raw)"
"Artisanal fishing","2003","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/final/art_fish_2003_rescaled_mol.tif","artisanal_fishing_2003_rescaled.tif","Artisanal fishing data for year 2003 (rescaled)"
"Artisanal fishing","2004","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/final/art_fish_2004_rescaled_mol.tif","artisanal_fishing_2004_rescaled.tif","Artisanal fishing data for year 2004 (rescaled)"
"Artisanal fishing","2005","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/final/art_fish_2005_rescaled_mol.tif","artisanal_fishing_2005_rescaled.tif","Artisanal fishing data for year 2005 (rescaled)"
"Artisanal fishing","2006","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/final/art_fish_2006_rescaled_mol.tif","artisanal_fishing_2006_rescaled.tif","Artisanal fishing data for year 2006 (rescaled)"
"Artisanal fishing","2007","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/final/art_fish_2007_rescaled_mol.tif","artisanal_fishing_2007_rescaled.tif","Artisanal fishing data for year 2007 (rescaled)"
"Artisanal fishing","2008","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/final/art_fish_2008_rescaled_mol.tif","artisanal_fishing_2008_rescaled.tif","Artisanal fishing data for year 2008 (rescaled)"
"Artisanal fishing","2009","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/final/art_fish_2009_rescaled_mol.tif","artisanal_fishing_2009_rescaled.tif","Artisanal fishing data for year 2009 (rescaled)"
"Artisanal fishing","2010","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/final/art_fish_2010_rescaled_mol.tif","artisanal_fishing_2010_rescaled.tif","Artisanal fishing data for year 2010 (rescaled)"
"Artisanal fishing","2011","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/final/art_fish_2011_rescaled_mol.tif","artisanal_fishing_2011_rescaled.tif","Artisanal fishing data for year 2011 (rescaled)"
"Artisanal fishing","2012","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/final/art_fish_2012_rescaled_mol.tif","artisanal_fishing_2012_rescaled.tif","Artisanal fishing data for year 2012 (rescaled)"
"Artisanal fishing","2013","rescaled","/home/shares/ohi/git-annex/impact_acceleration/stressors/art_fish/final/art_fish_2013_rescaled_mol.tif","artisanal_fishing_2013_rescaled.tif","Artisanal fishing data for year 2013 (rescaled)"
"Artisanal fishing","2003","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/art_fish_2003.tif","artisanal_fishing_2003_impact.tif","Artisanal fishing data for year 2003 (impact)"
"Artisanal fishing","2004","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/art_fish_2004.tif","artisanal_fishing_2004_impact.tif","Artisanal fishing data for year 2004 (impact)"
"Artisanal fishing","2005","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/art_fish_2005.tif","artisanal_fishing_2005_impact.tif","Artisanal fishing data for year 2005 (impact)"
"Artisanal fishing","2006","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/art_fish_2006.tif","artisanal_fishing_2006_impact.tif","Artisanal fishing data for year 2006 (impact)"
"Artisanal fishing","2007","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/art_fish_2007.tif","artisanal_fishing_2007_impact.tif","Artisanal fishing data for year 2007 (impact)"
"Artisanal fishing","2008","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/art_fish_2008.tif","artisanal_fishing_2008_impact.tif","Artisanal fishing data for year 2008 (impact)"
"Artisanal fishing","2009","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/art_fish_2009.tif","artisanal_fishing_2009_impact.tif","Artisanal fishing data for year 2009 (impact)"
"Artisanal fishing","2010","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/art_fish_2010.tif","artisanal_fishing_2010_impact.tif","Artisanal fishing data for year 2010 (impact)"
"Artisanal fishing","2011","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/art_fish_2011.tif","artisanal_fishing_2011_impact.tif","Artisanal fishing data for year 2011 (impact)"
"Artisanal fishing","2012","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/art_fish_2012.tif","artisanal_fishing_2012_impact.tif","Artisanal fishing data for year 2012 (impact)"
"Artisanal fishing","2013","impact","/home/shares/ohi/git-annex/impact_acceleration/impact/stressor_impact/art_fish_2013.tif","artisanal_fishing_2013_impact.tif","Artisanal fishing data for year 2013 (impact)"
"Artisanal fishing","2003-2013","trend","/home/shares/ohi/git-annex/impact_acceleration/impact/trend/impacts/art_fish_trend.tif","artisanal_fishing_2003-2013_trend.tif","Artisanal fishing data for year 2003-2013 (trend)"
"Commercial fishing: demersal destructive","2003","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/comm_fish/int/catch_annual_npp_rasters/dem_dest/dem_dest_2003.tif","commercial_fishing_demersal_destructive_2003_raw.tif","Commercial fishing: demersal destructive data for year 2003 (raw)"
"Commercial fishing: demersal destructive","2004","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/comm_fish/int/catch_annual_npp_rasters/dem_dest/dem_dest_2004.tif","commercial_fishing_demersal_destructive_2004_raw.tif","Commercial fishing: demersal destructive data for year 2004 (raw)"
"Commercial fishing: demersal destructive","2005","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/comm_fish/int/catch_annual_npp_rasters/dem_dest/dem_dest_2005.tif","commercial_fishing_demersal_destructive_2005_raw.tif","Commercial fishing: demersal destructive data for year 2005 (raw)"
"Commercial fishing: demersal destructive","2006","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/comm_fish/int/catch_annual_npp_rasters/dem_dest/dem_dest_2006.tif","commercial_fishing_demersal_destructive_2006_raw.tif","Commercial fishing: demersal destructive data for year 2006 (raw)"
"Commercial fishing: demersal destructive","2007","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/comm_fish/int/catch_annual_npp_rasters/dem_dest/dem_dest_2007.tif","commercial_fishing_demersal_destructive_2007_raw.tif","Commercial fishing: demersal destructive data for year 2007 (raw)"
"Commercial fishing: demersal destructive","2008","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/comm_fish/int/catch_annual_npp_rasters/dem_dest/dem_dest_2008.tif","commercial_fishing_demersal_destructive_2008_raw.tif","Commercial fishing: demersal destructive data for year 2008 (raw)"
"Commercial fishing: demersal destructive","2009","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/comm_fish/int/catch_annual_npp_rasters/dem_dest/dem_dest_2009.tif","commercial_fishing_demersal_destructive_2009_raw.tif","Commercial fishing: demersal destructive data for year 2009 (raw)"
"Commercial fishing: demersal destructive","2010","raw","/home/shares/ohi/git-annex/impact_acceleration/stressors/comm_fish/int/catch_annual_npp_rasters/dem_dest/dem_dest_2010.tif","commercial_fishing_demersal_destructive_2010_raw.tif","Commercial fishing: demersal destructive data for year 2010 (raw)"
