"rgn_id","pressure","value","rgn_name"
1,"art_fish",-8.49251486777934e-07,"Cocos Islands"
2,"art_fish",-2.11944436053119e-06,"Christmas Island"
3,"art_fish",-4.07435535455931e-06,"Norfolk Island"
4,"art_fish",0,"Macquarie Island"
5,"art_fish",-2.04057804008424e-06,"New Caledonia"
6,"art_fish",0,"Vanuatu"
7,"art_fish",-3.37917067829433e-06,"Solomon Islands"
8,"art_fish",-2.69532254769128e-07,"Palau"
9,"art_fish",1.02235224854574e-06,"Micronesia"
10,"art_fish",-4.34531737654309e-07,"Nauru"
11,"art_fish",-8.84858264032311e-08,"Marshall Islands"
12,"art_fish",0,"Wake Island"
13,"art_fish",-3.4111444735797e-07,"Northern Mariana Islands and Guam"
14,"art_fish",-0.000101022356784422,"Taiwan"
15,"art_fish",-3.23362021652883e-07,"Philippines"
16,"art_fish",-1.02451590706701e-05,"Australia"
17,"art_fish",9.69927333714723e-08,"Papua New Guinea"
18,"art_fish",-4.99173410336279e-06,"Fiji"
19,"art_fish",-3.44835537218618e-07,"Tuvalu"
20,"art_fish",-0.00218741047286402,"South Korea"
21,"art_fish",-0.000455878975372356,"North Korea"
24,"art_fish",-5.39456864724167e-05,"Cambodia"
25,"art_fish",-8.27430834232944e-05,"Thailand"
26,"art_fish",0.000434725288621389,"Andaman and Nicobar"
28,"art_fish",0.000284358219306176,"Comoro Islands"
29,"art_fish",4.72883301969261e-05,"Mayotte"
30,"art_fish",6.64675002975109e-07,"Glorioso Islands"
31,"art_fish",-3.60473227707532e-09,"Seychelles"
32,"art_fish",-3.05749286901265e-06,"Reunion"
33,"art_fish",2.83857096383459e-07,"Juan de Nova Island"
34,"art_fish",-3.44771147875489e-08,"Bassas da India"
35,"art_fish",-2.87861131312033e-08,"Ile Europa"
36,"art_fish",1.35392269030011e-08,"Ile Tromelin"
37,"art_fish",-6.56292143979473e-06,"Mauritius"
38,"art_fish",1.45186235509294e-07,"British Indian Ocean Territory"
39,"art_fish",-1.2613516631367e-05,"Maldives"
40,"art_fish",2.07619077657585e-05,"Sri Lanka"
41,"art_fish",0.000238660618382312,"Mozambique"
42,"art_fish",-5.38405879464607e-06,"Madagascar"
43,"art_fish",2.10055930688175e-06,"Kenya"
44,"art_fish",-1.36583080721805e-06,"Somalia"
45,"art_fish",-0.000367029867703207,"Eritrea"
46,"art_fish",-0.000320758611939137,"Djibouti"
47,"art_fish",-0.000320169174552564,"Yemen"
48,"art_fish",7.61059741214574e-05,"Oman"
49,"art_fish",0.000407488777726038,"Sudan"
50,"art_fish",0.000403345854996745,"Saudi Arabia"
51,"art_fish",0.000208095765567903,"Kuwait"
52,"art_fish",-2.19000159456752e-05,"Bahrain"
53,"art_fish",-0.000458370635323348,"Pakistan"
54,"art_fish",0.000303083141846024,"United Arab Emirates"
55,"art_fish",5.76680472826532e-06,"Azores"
56,"art_fish",-2.25304607827367e-07,"Cape Verde"
57,"art_fish",-1.5830574022582e-06,"Madeira"
58,"art_fish",4.57304824559883e-07,"Canary Islands"
59,"art_fish",-2.76815918763194e-05,"Belgium"
60,"art_fish",-2.82215933849656e-06,"Gibraltar"
61,"art_fish",-0.000999595239896229,"Tunisia"
62,"art_fish",2.44594177403432e-06,"Morocco"
63,"art_fish",0.00014876550534883,"Western Sahara"
64,"art_fish",0.000708759883165131,"Mauritania"
65,"art_fish",-2.10594442011203e-05,"Gambia"
