"rgn_id","pressure","value"
"global_3nm","dem_dest",-0.000472478047113033
"global_3nm","dem_nondest_hb",-0.000281772103070514
"global_3nm","dem_nondest_lb",-9.21491191867531e-05
"global_3nm","pel_lb",2.75759516572325e-05
"global_3nm","pel_hb",5.48055114169253e-05
"global_3nm","art_fish",0.000133195518925033
"global_3nm","direct_human",0.000297449786094736
"global_3nm","organic",0.00039028143282545
"global_3nm","nutrient",0.000658859335714506
"global_3nm","light",0.0012102344639952
"global_3nm","shipping",0.00167880891487748
"global_3nm","oa",0.00371627236684007
"global_3nm","sst",0.0146008066026166
"global_3nm","slr",0.0153089011359829
