"rgn_id","pressure","value","year"
"global","light",0.000212927869746141,2006
"global","dem_nondest_lb",0.000802209327550095,2006
"global","art_fish",0.000955484959708507,2006
"global","pel_lb",0.000981625254265463,2006
"global","organic",0.001021701282698,2006
"global","direct_human",0.00141207229145076,2006
"global","dem_nondest_hb",0.00212476807206934,2006
"global","pel_hb",0.00319257035089825,2006
"global","nutrient",0.00324023980960025,2006
"global","dem_dest",0.00338498852180357,2006
"global","slr",0.00719519064510008,2006
"global","shipping",0.103761408987151,2006
"global","sst",0.319359132369634,2006
"global","oa",0.341597342162612,2006
