"rgn_id","art_fish_2013","dem_dest_2013","dem_nondest_hb_2013","dem_nondest_lb_2013","direct_human_2013","light_2013","nutrient_2013","oa_2013","organic_2013","pel_hb_2013","pel_lb_2013","shipping_2013","slr_2013","sst_2013","rgn_name","eez_avg","nm3_avg","chi_2103"
1,3.39678947334818e-05,8.78389387787853e-05,0.000113971010277062,2.35816637502522e-06,0.0629930322122483,0.00092008026274106,0,0.191008574398988,0,8.68876794412307e-05,3.71287244655214e-06,0.0415459572927642,0.130443704310264,0.506685309544319,"Cocos Islands",0,0,0.9339253953395
2,0.00135985045330073,0.000407472550184323,0.000432367092471256,1.21854808922167e-05,0.0660721585651863,0.0105901555036876,0,0.172734974767527,0,0.000239734308787834,3.6526097554931e-05,0.231050243269352,0.225387300882075,0.637167517081531,"Christmas Island",0,0,1.34549048691417
3,0.000141728075652103,0.00197550896706494,0.000434653541852599,0.000247781185556169,0.0475155760383416,0.000858136489789745,0,0.074641571288795,0,0.000726342068210263,0.00012818827264555,0.0589853723778016,0.285733183277697,0.0713102788866969,"Norfolk Island",0,0,0.542698322066578
4,0,0,0,3.97589153518891e-06,0,0,0.0232773698634088,0.462863566317484,0.00196847759393688,0,0,0.0330022190513048,0.0754421762666667,0.0392253244504068,"Macquarie Island",0,0,0.635783110169152
5,0.000821311199658173,0.000346508752305463,6.03201113590028e-05,3.94946375144168e-08,0.0577895336258117,0.0047815887439357,0.0107230927674416,0.173547443968224,0.000436555147475624,0.000462976391513414,0.000152028793088347,0.136744379811772,0.332959404783905,0.394963765107591,"New Caledonia",9.70932437691451e-06,0.000626425473954728,1.1137889479521
6,0,0.00202212960216858,0.00555760333718131,0.000293575570742871,0.0928086458848099,0.000339117215071122,0.0143543049725855,0.18874462162931,0.00153072098569388,0.00161379637507715,1.25314075473287e-05,0.0565148589403689,0.170983402587459,0.644408561508134,"Vanuatu",2.307325632045e-05,0.000718774366311406,1.17918386985097
7,0.000619874954674552,0.00381870884622302,8.75803250278667e-06,5.94594789879398e-06,0.105474062073313,0.000239758379826596,1.57701794911509e-05,0.17288536450684,7.39318561254608e-07,0.00232727892684637,0.00102129729820782,0.0415262732470068,0.26982574306314,0.642406737687317,"Solomon Islands",4.85844316337857e-05,0.00165376223988952,1.24017631261877
8,0.00163078177577118,0.000890330247847008,0,0,0.110987916745757,0.00388774741441011,0.00529099791139187,0.259829754214023,0.000392590588974439,0.00156706287919884,0.000655690358604219,0.120318168474518,0.39927103629549,0.474585803846708,"Palau",1.70356763728756e-06,0.000310129942079598,1.37930788079291
9,0.000600135397222884,0.00318479644702453,2.62296523015368e-05,0,0.066818850979071,0.000659599403653144,0,0.243905540515705,0,0.00160735245955468,0.000822767942789089,0.0578227066064566,0.331850347150381,0.32999386670464,"Micronesia",0,0,1.03729219227212
10,0.000187603581333402,0.000766863937493456,0,0,0.0801300175026455,0.0232558805800447,0,0.202051052271463,0,0.00111565030410366,0.00023908644544841,0,0.0546314555459318,0.198825893363198,"Nauru",1.60885477322467e-06,0.00173179981743286,0.561203508118613
