"X.1","X1","X2","X0"
96,285,5378,NA
96,286,5380,NA
97,293,5380,NA
96,293,5380,NA
43,347,5531,NA
48,348,5529,NA
46,350,5527,NA
40,351,5528,NA
39,350,5526,NA
147,272,5138,NA
149,270,5135,NA
148,268,5138,NA
149,266,5141,NA
152,266,5140,NA
152,265,5138,NA
110,283,5029,NA
115,276,5027,NA
116,276,5023,NA
115,277,5034,NA
116,277,5036,NA
157,339,5135,NA
156,340,5132,NA
154,340,5135,NA
154,338,5134,NA
153,334,5133,NA
153,333,5136,NA
112,225,5319,NA
97,250,5339,NA
100,250,5340,NA
99,259,5339,NA
101,262,5338,NA
95,239,5149,NA
93,240,5148,NA
88,239,5144,NA
88,238,5144,NA
85,236,5145,NA
86,236,5147,NA
107,217,5171,NA
106,218,5168,NA
117,215,5168,NA
119,215,5166,NA
122,214,5167,NA
123,213,5292,NA
122,215,5288,NA
123,216,5285,NA
121,220,5287,NA
122,220,5287,NA
121,221,5288,NA
106,164,5251,NA
103,164,5255,NA
118,187,5264,NA
120,186,5267,NA
123,186,5269,NA
136,157,5252,NA
135,154,5252,NA
134,153,5251,NA
134,152,5252,NA
138,150,5249,NA
142,147,5246,NA
155,134,5233,NA
159,134,5233,NA
159,134,5234,NA
156,145,5250,NA
155,144,5250,NA
185,188,5399,NA
186,188,5401,NA
187,190,5400,NA
188,192,5403,NA
82,187,5834,NA
80,186,5834,NA
97,257,6018,NA
95,256,6015,NA
95,257,6011,NA
122,249,6013,NA
125,253,6015,NA
104,210,6017,NA
102,208,6019,NA
101,207,6018,NA
100,206,6021,NA
96,205,6019,NA
95,207,6022,NA
119,211,6127,NA
118,212,6128,NA
117,213,6125,NA
120,216,6126,NA
109,203,6105,NA
101,203,6162,NA
97,208,6159,NA
97,208,6157,NA
96,207,6156,NA
96,207,6156,NA
95,210,6157,NA
120,203,6219,NA
121,204,6219,NA
123,207,6220,NA
127,207,6222,NA
87,215,6214,NA
128,187,6144,NA
128,187,6147,NA
128,187,6146,NA
131,184,6145,NA
132,184,6143,NA
133,183,6143,NA
162,214,6221,NA
160,214,6219,NA
159,215,6218,NA
159,217,6214,NA
163,216,6213,NA
147,184,6178,NA
150,185,6178,NA
149,185,6184,NA
148,185,6188,NA
151,185,6196,NA
156,184,6199,NA
140,194,6276,NA
141,192,6279,NA
141,191,6276,NA
143,188,6280,NA
145,186,6281,NA
162,174,6268,NA
155,174,6273,NA
151,174,6274,NA
149,173,6264,NA
149,173,6262,NA
150,173,6265,NA
216,189,6033,NA
232,187,5821,NA
234,185,5824,NA
236,184,5824,NA
234,181,5823,NA
225,156,5990,NA
223,155,5963,NA
224,155,5960,NA
221,155,5959,NA
220,157,5955,NA
223,157,5953,NA
171,214,5737,NA
165,215,5737,NA
163,215,5728,NA
162,215,5726,NA
162,214,5715,NA
230,207,5652,NA
222,205,5698,NA
225,203,5696,NA
226,201,5698,NA
227,200,5696,NA
230,202,5697,NA
194,133,5600,NA
199,134,5600,NA
204,134,5598,NA
205,134,5602,NA
206,137,5605,NA
172,134,5678,NA
169,131,5678,NA
177,126,5646,NA
174,128,5647,NA
174,129,5646,NA
172,128,5647,NA
211,171,5703,NA
212,171,5703,NA
218,172,5707,NA
220,172,5710,NA
220,173,5714,NA
222,129,5653,NA
223,129,5654,NA
167,136,5644,NA
166,136,5644,NA
173,136,5650,NA
182,136,5654,NA
146,100,5832,NA
150,100,5829,NA
157,100,5830,NA
159,100,5827,NA
162,100,5826,NA
119,108,5749,NA
120,106,5752,NA
121,108,5750,NA
106,99,5783,NA
110,100,5783,NA
117,100,5786,NA
113,100,5684,NA
109,101,5687,NA
107,102,5688,NA
106,103,5684,NA
105,104,5679,NA
52,91,5976,NA
54,89,5979,NA
59,87,5979,NA
99,86,5995,NA
97,85,5994,NA
95,84,5998,NA
101,79,6093,NA
98,79,6094,NA
94,81,6095,NA
94,82,6091,NA
96,79,6094,NA
96,79,6097,NA
88,99,6167,NA
91,98,6169,NA
95,98,6168,NA
84,98,6144,NA
88,97,6143,NA
112,76,6160,NA
114,75,6159,NA
111,75,6154,NA
114,75,6149,NA
113,75,6148,NA
112,75,6145,NA
139,40,5799,NA
144,40,5801,NA
147,40,5798,NA
156,40,5781,NA
152,39,5780,NA
145,61,5726,NA
145,61,5723,NA
145,60,5723,NA
144,60,5721,NA
146,59,5710,NA
148,59,5708,NA
174,70,5727,NA
174,71,5727,NA
174,72,5724,NA
195,73,5709,NA
193,71,5710,NA
204,74,5633,NA
203,70,5630,NA
204,69,5631,NA
199,68,5630,NA
197,70,5633,NA
195,70,5631,NA
219,32,5586,NA
216,31,5583,NA
209,29,5582,NA
211,28,5584,NA
218,28,5554,NA
264,25,5408,NA
267,27,5416,NA
268,29,5414,NA
262,29,5413,NA
255,29,5412,NA
247,29,5415,NA
284,5,5265,NA
285,5,5264,NA
293,5,5207,NA
299,5,5208,NA
254,21,5277,NA
290,18,5211,NA
291,20,5209,NA
294,18,5208,NA
297,16,5207,NA
296,16,5207,NA
301,16,5205,NA
246,45,5134,NA
247,45,5136,NA
255,45,5134,NA
252,45,5134,NA
252,45,5133,NA
231,11,5144,NA
231,13,5144,NA
231,14,5136,NA
235,15,5136,NA
245,14,5140,NA
246,12,5148,NA
249,4,5039,NA
257,4,5043,NA
260,4,5042,NA
261,4,5048,NA
264,4,5045,NA
243,4,5129,NA
238,4,5131,NA
234,4,5132,NA
236,4,5133,NA
237,4,5134,NA
237,4,5136,NA
294,17,4972,NA
293,17,4972,NA
291,18,4975,NA
294,19,4972,NA
294,21,4973,NA
300,26,4969,NA
297,26,4965,NA
299,26,4961,NA
298,26,4962,NA
298,26,4959,NA
299,26,4956,NA
282,16,5004,NA
283,18,5008,NA
282,19,5007,NA
278,19,5006,NA
274,19,4993,NA
291,9,4923,NA
283,9,4949,NA
285,9,4945,NA
283,9,4945,NA
282,9,4945,NA
281,9,4941,NA
246,13,4911,NA
247,13,4908,NA
248,13,4902,NA
247,13,4900,NA
248,13,4889,NA
208,4,4966,NA
279,4,4766,NA
282,4,4767,NA
281,4,4763,NA
282,4,4759,NA
284,4,4760,NA
215,5,4846,NA
215,5,4840,NA
217,5,4837,NA
221,5,4836,NA
225,5,4833,NA
263,9,4882,NA
245,9,4945,NA
248,9,4941,NA
249,9,4942,NA
250,9,4939,NA
249,9,4938,NA
227,9,4902,NA
231,9,4907,NA
234,9,4903,NA
238,9,4901,NA
243,9,4899,NA
242,9,5038,NA
241,9,5035,NA
252,9,5033,NA
255,9,5034,NA
253,9,5028,NA
250,9,5028,NA
195,5,5139,NA
196,5,5123,NA
199,5,5123,NA
201,5,5120,NA
203,5,5116,NA
204,9,5146,NA
206,9,5144,NA
203,13,5100,NA
202,13,5104,NA
204,12,5109,NA
208,12,5108,NA
225,9,5053,19
224,9,5049,19
223,9,5045,18
226,9,5045,18
226,9,5041,18
217,5,5038,4
222,5,5038,4
231,5,5029,5
230,5,5024,5
230,5,5030,5
229,5,5031,5
188,NA,5196,NA
187,NA,5192,NA
186,NA,5186,NA
183,NA,5186,NA
182,NA,5184,NA
164,NA,5108,NA
164,NA,5096,NA
163,NA,5092,NA
175,NA,5088,NA
174,NA,5094,NA
144,NA,5487,NA
130,NA,5532,NA
128,NA,5529,NA
128,NA,5531,NA
126,NA,5531,NA
125,NA,5527,NA
139,NA,5521,NA
137,NA,5525,NA
135,NA,5528,NA
147,6,5457,NA
146,6,5456,NA
145,5,5443,NA
96,5,5562,NA
94,5,5567,NA
96,5,5566,NA
95,5,5575,NA
96,5,5578,NA
111,5,5606,NA
114,5,5607,NA
116,5,5602,NA
107,5,5583,NA
106,5,5585,NA
106,5,5589,NA
156,NA,5753,NA
154,NA,5759,NA
152,NA,5757,NA
151,NA,5752,NA
150,NA,5753,NA
117,2,5766,NA
116,2,5767,NA
118,2,5758,NA
119,2,5761,NA
125,2,5768,NA
127,2,5771,NA
135,NA,5624,NA
135,NA,5637,NA
134,NA,5644,NA
134,NA,5635,NA
133,NA,5634,NA
141,4,5709,NA
142,4,5705,NA
142,4,5694,NA
143,4,5694,NA
104,NA,5710,NA
103,1,5712,NA
145,NA,5615,NA
144,NA,5614,NA
144,NA,5615,NA
144,1,5616,NA
143,NA,5615,NA
148,9,5615,NA
148,9,5611,NA
150,9,5605,NA
151,9,5604,NA
150,9,5546,NA
145,9,5541,NA
158,9,5662,NA
155,7,5663,NA
187,5,5425,NA
186,5,5424,NA
187,5,5418,NA
209,9,5432,NA
207,9,5439,NA
206,9,5438,NA
207,9,5416,NA
205,9,5422,NA
204,9,5420,NA
242,9,5289,NA
241,9,5292,NA
239,9,5288,NA
236,9,5292,NA
235,9,5291,NA
213,9,5092,NA
211,9,5089,NA
208,9,5086,NA
216,9,5078,NA
215,9,5081,NA
223,9,5115,NA
245,50,5150,NA
249,50,5144,NA
251,50,5142,NA
252,51,5135,NA
246,52,5136,NA
244,54,5140,NA
279,35,4842,NA
285,35,4843,NA
285,35,4843,NA
284,35,4842,NA
279,42,4807,NA
289,22,4882,NA
288,23,4881,NA
290,26,4882,NA
293,27,4879,NA
292,29,4883,NA
291,30,4898,NA
278,46,4698,NA
279,45,4700,NA
279,45,4707,NA
281,44,4709,NA
279,58,4716,NA
248,40,4682,NA
252,41,4681,NA
257,41,4679,NA
262,41,4681,NA
264,40,4680,NA
266,38,4674,NA
354,23,4761,NA
357,23,4759,NA
353,23,4763,NA
354,22,4764,NA
363,20,4735,NA
469,38,4910,NA
471,38,4904,NA
473,38,4899,NA
477,39,4894,NA
479,38,4891,NA
481,38,4889,NA
392,34,5326,NA
391,34,5331,NA
390,34,5333,NA
386,33,5322,NA
385,34,5322,NA
340,63,5182,NA
339,63,5188,NA
345,63,5191,NA
343,63,5197,NA
339,63,5196,NA
338,63,5188,NA
435,75,5072,NA
437,75,5065,NA
441,75,5067,NA
445,75,5068,NA
444,75,5069,NA
434,92,4812,NA
435,92,4815,NA
440,92,4813,NA
436,92,4815,NA
432,92,4808,NA
431,93,4801,NA
513,111,4732,NA
511,112,4730,NA
509,109,4729,NA
508,110,4720,NA
510,109,4716,NA
509,137,4752,NA
508,135,4760,NA
505,134,4762,NA
505,134,4762,NA
505,135,4759,NA
505,135,4760,NA
539,115,4639,NA
537,115,4635,NA
539,116,4630,NA
540,117,4624,NA
541,117,4622,NA
546,133,4667,NA
544,133,4668,NA
543,132,4673,NA
545,132,4675,NA
541,133,4676,NA
538,134,4674,NA
521,111,4558,NA
522,111,4557,NA
524,111,4553,NA
523,111,4551,NA
524,111,4568,NA
540,160,4666,NA
542,164,4664,NA
542,169,4663,NA
543,173,4664,NA
545,172,4664,NA
545,174,4670,NA
544,99,4712,NA
542,100,4713,NA
543,103,4712,NA
628,85,4553,NA
629,88,4556,NA
562,71,4707,NA
563,70,4731,NA
561,70,4726,NA
566,70,4720,NA
567,70,4717,NA
567,72,4719,NA
570,91,4804,NA
569,93,4798,NA
566,95,4794,NA
566,95,4790,NA
567,95,4788,NA
532,65,4754,NA
544,74,4792,NA
546,73,4790,NA
548,73,4792,NA
555,72,4796,NA
555,73,4797,NA
572,81,4761,NA
570,81,4756,NA
568,83,4755,NA
565,84,4752,NA
566,86,4751,NA
542,112,4866,NA
546,98,4782,NA
545,98,4782,NA
546,98,4786,NA
544,98,4787,NA
544,98,4788,NA
603,53,4731,NA
602,53,4735,NA
602,54,4737,NA
603,54,4736,NA
604,54,4737,NA
596,54,4717,NA
604,54,4751,NA
606,54,4752,NA
606,54,4760,NA
607,54,4761,NA
606,54,4765,NA
524,47,4798,NA
522,47,4795,NA
521,47,4798,NA
519,47,4796,NA
519,47,4798,NA
552,32,4659,NA
556,34,4630,NA
558,35,4629,NA
563,36,4631,NA
565,37,4633,NA
563,37,4637,NA
444,61,4492,NA
446,61,4490,NA
448,61,4486,NA
449,61,4487,NA
449,61,4487,NA
392,32,4493,NA
394,32,4514,NA
350,45,4895,NA
351,45,4902,NA
352,45,4902,NA
354,45,4902,NA
428,43,5035,NA
426,43,5042,NA
424,43,5041,NA
423,43,5038,NA
422,43,5031,NA
412,43,5289,NA
402,32,5292,NA
406,33,5288,NA
406,34,5281,NA
407,36,5280,NA
408,37,5280,NA
416,64,5401,NA
420,64,5402,NA
423,64,5405,NA
425,63,5406,NA
422,63,5406,NA
302,64,5308,NA
300,64,5311,NA
301,56,5297,NA
296,56,5307,NA
293,56,5306,NA
290,56,5306,NA
360,54,5435,NA
360,56,5435,NA
356,57,5434,NA
352,58,5435,NA
351,60,5436,NA
303,59,5452,NA
303,59,5457,NA
313,63,5450,NA
311,63,5455,NA
308,63,5457,NA
307,63,5458,NA
248,79,5318,NA
249,79,5318,NA
249,77,5318,NA
249,76,5317,NA
246,75,5319,NA
255,65,5329,NA
253,65,5329,NA
252,69,5322,NA
252,67,5323,NA
251,66,5326,NA
248,65,5331,NA
236,51,5530,NA
237,51,5531,NA
239,51,5535,NA
239,51,5537,NA
240,51,5541,NA
242,18,5423,NA
241,18,5426,NA
243,18,5447,NA
245,19,5447,NA
245,20,5448,NA
276,12,5291,NA
294,63,5500,NA
298,63,5504,NA
303,63,5503,NA
308,63,5499,NA
311,63,5498,NA
253,59,5487,NA
252,59,5488,NA
251,59,5479,NA
250,59,5480,NA
251,59,5477,NA
253,59,5475,NA
264,39,5354,NA
263,40,5359,NA
263,40,5365,NA
260,40,5366,NA
260,40,5374,NA
221,13,5342,NA
224,13,5345,NA
239,30,5380,NA
243,30,5385,NA
238,29,5384,NA
233,28,5384,NA
235,39,5331,NA
234,39,5331,NA
232,39,5341,NA
234,39,5341,NA
236,39,5340,NA
234,23,5353,NA
235,23,5355,NA
231,27,5383,NA
231,26,5387,NA
231,25,5391,NA
228,24,5386,NA
230,41,5464,NA
234,40,5465,NA
240,40,5465,NA
245,41,5465,NA
247,43,5467,NA
247,45,5467,NA
257,37,5521,NA
263,37,5507,NA
257,37,5512,NA
254,37,5514,NA
253,37,5523,NA
219,30,5735,NA
224,30,5738,NA
228,30,5740,NA
223,30,5730,NA
228,30,5722,NA
230,30,5723,NA
262,22,5757,NA
268,31,5788,NA
274,31,5791,NA
281,31,5785,NA
280,31,5789,NA
309,36,5841,NA
306,37,5843,NA
302,36,5841,NA
314,35,5804,NA
313,34,5800,NA
314,32,5796,NA
306,46,5767,NA
299,50,5760,NA
296,50,5757,NA
296,50,5756,NA
296,50,5755,NA
296,37,5702,NA
301,39,5703,NA
305,42,5701,NA
303,44,5704,NA
300,44,5709,NA
297,44,5714,NA
309,36,5871,NA
302,35,5854,NA
298,35,5855,NA
298,35,5861,NA
301,35,5861,NA
343,35,5768,NA
336,35,5773,NA
334,35,5774,NA
333,35,5777,NA
328,35,5772,NA
328,35,5767,NA
274,22,5711,NA
275,10,5766,NA
276,10,5758,NA
279,11,5755,NA
279,11,5753,NA
281,11,5767,NA
279,10,5767,NA
285,9,5766,NA
288,10,5764,NA
278,11,5764,NA
284,10,5764,NA
261,45,5511,NA
253,33,5498,NA
253,33,5496,NA
253,33,5493,NA
249,33,5498,NA
214,14,5509,NA
215,16,5507,NA
218,17,5508,NA
220,18,5511,NA
214,18,5518,NA
219,18,5522,NA
171,NA,5664,NA
168,NA,5674,NA
165,NA,5673,NA
170,NA,5676,NA
175,NA,5674,NA
233,NA,5540,NA
233,NA,5539,NA
235,NA,5540,NA
236,NA,5541,NA
239,NA,5537,NA
240,NA,5533,NA
187,14,5841,NA
188,14,5858,NA
191,14,5860,NA
189,14,5860,NA
187,14,5862,NA
290,4,5681,NA
293,4,5684,NA
290,4,5685,NA
293,4,5684,NA
291,4,5686,NA
294,4,5687,NA
322,NA,5694,NA
330,NA,5700,NA
329,NA,5701,NA
325,NA,5706,NA
324,NA,5708,NA
411,NA,5708,NA
420,NA,5707,NA
424,NA,5704,NA
426,NA,5704,NA
424,NA,5703,NA
423,NA,5703,NA
412,NA,5694,NA
405,NA,5740,NA
408,NA,5738,NA
402,3,5736,NA
405,4,5736,NA
483,NA,5557,NA
485,NA,5561,NA
485,NA,5559,NA
487,NA,5554,NA
485,NA,5547,NA
486,NA,5545,NA
434,NA,5355,NA
447,NA,5356,NA
449,NA,5354,NA
448,NA,5354,NA
446,NA,5358,NA
531,NA,5437,NA
530,NA,5438,NA
534,NA,5439,NA
539,NA,5444,NA
541,NA,5449,NA
539,NA,5456,NA
575,5,5272,NA
588,5,5250,NA
588,5,5246,NA
591,6,5244,NA
597,6,5243,NA
565,NA,5212,NA
566,NA,5215,NA
564,NA,5210,NA
