"X.1","X1","X2","X0"
2910,11,5955,NA
2912,NA,5957,NA
2914,NA,5959,NA
2913,NA,5975,NA
2917,NA,5975,NA
2909,4,6053,NA
2909,5,6053,NA
2910,8,6050,NA
2905,8,6041,NA
2901,9,6036,NA
2905,11,6026,NA
2902,12,6025,NA
2889,34,6143,NA
2889,32,6142,NA
2893,34,6141,NA
2892,35,6131,NA
2803,27,5978,NA
2803,29,5975,NA
2801,25,5983,NA
2802,27,5985,NA
2800,26,5979,NA
2756,14,6007,NA
2756,13,5993,NA
2759,14,5970,NA
2757,17,5967,NA
2702,10,5985,NA
2703,7,5996,NA
2772,5,5953,NA
2770,9,5971,NA
2767,7,5986,NA
2769,10,5996,NA
2773,8,5975,NA
2862,11,5871,NA
2859,12,5859,NA
2860,12,5848,NA
2862,15,5868,NA
2861,6,5902,NA
2862,12,5888,NA
2990,10,5940,NA
2989,20,5943,NA
2984,11,5900,NA
2982,16,5911,NA
2985,7,5929,NA
2949,7,5933,NA
2949,7,5917,NA
2948,7,5906,NA
2946,7,5893,NA
2947,8,5881,NA
2946,6,5872,NA
3071,12,5966,NA
3072,10,5955,NA
2954,11,5927,NA
2952,15,5919,NA
2949,12,5923,NA
2849,14,5858,NA
2851,10,5858,NA
2853,14,5836,NA
2859,16,5830,NA
2857,16,5815,NA
2858,12,5830,NA
2809,14,6024,NA
2805,16,6008,NA
2806,13,6006,NA
2809,12,6007,NA
2922,12,5830,NA
2888,8,5741,NA
2890,7,5752,NA
2892,4,5741,NA
2894,6,5754,NA
2895,10,5764,NA
2894,7,5760,NA
2941,14,5615,NA
2939,13,5623,NA
2941,13,5603,NA
2945,17,5611,NA
2943,15,5623,NA
2998,12,5503,NA
1981,8,5688,NA
1981,12,5681,NA
1981,17,5673,NA
1991,10,5667,NA
1989,7,5670,NA
2064,7,5703,NA
2067,10,5703,NA
2077,8,5696,NA
2076,8,5677,NA
2120,4,5643,NA
2109,4,5620,NA
2108,4,5622,NA
2109,5,5613,NA
2507,2,5499,NA
2505,4,5500,NA
2501,4,5493,NA
2462,9,5421,NA
2463,6,5425,NA
2464,5,5438,NA
2469,5,5449,NA
2468,4,5458,NA
2564,5,5434,NA
2560,2,5432,NA
2556,2,5445,NA
2552,3,5435,NA
2553,3,5422,NA
2810,3,5391,NA
2795,3,5502,NA
2795,NA,5497,NA
2795,1,5496,NA
2794,1,5498,NA
2797,6,5513,NA
2831,3,5320,NA
2831,3,5329,NA
2828,8,5339,NA
2827,7,5359,NA
2837,7,5363,NA
2837,3,5359,NA
2862,3,5401,NA
2862,4,5403,NA
2764,8,5410,NA
2765,5,5435,NA
2768,6,5454,NA
2839,3,5354,NA
2840,1,5350,NA
2838,1,5363,NA
2842,1,5379,NA
2844,2,5376,NA
2839,1,5381,NA
2814,NA,5312,NA
2814,1,5316,NA
2799,2,5325,NA
2785,2,5337,NA
3425,1,5319,NA
3462,NA,5350,NA
3459,NA,5368,NA
3461,1,5386,NA
3460,3,5375,NA
3457,4,5369,NA
3457,1,5362,NA
3463,1,5456,NA
3468,3,5458,NA
3468,2,5449,NA
3467,2,5459,NA
3464,1,5463,NA
3237,86,5048,NA
2631,77,4953,NA
2624,68,4951,NA
2617,62,4954,NA
2615,56,4967,NA
2613,45,4967,NA
2703,31,5161,NA
2700,19,5166,NA
2699,12,5155,NA
2699,11,5153,NA
2699,11,5143,NA
2692,12,5093,NA
2693,14,5088,NA
2691,12,5089,NA
3370,11,5115,NA
3369,9,5117,NA
3368,8,5107,NA
3401,8,5155,NA
3392,9,5174,NA
3390,9,5169,NA
3387,10,5152,NA
3382,10,5146,NA
3482,8,5209,NA
3481,12,5197,NA
3471,12,5186,NA
3471,13,5187,NA
3476,19,5170,NA
3300,23,5086,NA
3284,18,5204,NA
3280,18,5165,NA
3282,17,5168,NA
3276,22,5155,NA
3275,22,5153,NA
3390,34,5042,NA
3393,36,5052,NA
3391,37,5067,NA
3384,38,5054,NA
3380,39,5046,NA
3385,40,5050,NA
3404,30,5097,NA
2674,31,5257,NA
2656,31,5260,NA
2655,32,5273,NA
2658,18,5266,NA
2666,23,5436,NA
2659,24,5443,NA
2658,24,5446,NA
2657,21,5427,NA
2648,23,5430,NA
2639,29,5451,NA
2678,23,5223,NA
2678,22,5196,NA
2677,24,5193,NA
3497,24,5017,NA
3498,25,4986,NA
3494,26,4982,NA
3526,9,5051,NA
3521,8,5035,NA
3522,12,5017,NA
3520,10,5008,NA
3517,8,5011,NA
3495,5,4982,NA
3493,6,4990,NA
3494,10,4983,NA
3495,16,4979,NA
3498,20,4978,NA
3346,21,4947,NA
3169,27,4997,NA
3169,16,5022,NA
3167,8,5010,NA
3167,10,5009,NA
3166,5,5009,NA
3213,13,5021,NA
3210,15,5023,NA
3208,11,5021,NA
3209,10,5013,NA
3209,8,5006,NA
3207,4,5009,NA
3176,3,4850,NA
3172,7,4837,NA
2877,5,4871,NA
2877,6,4871,NA
2875,9,4876,NA
2874,8,4910,NA
2875,6,4904,NA
2875,4,4897,NA
2875,4,4881,NA
2877,2,4898,NA
2876,4,4882,NA
3063,2,4910,NA
3063,3,4893,NA
3062,2,4887,NA
3060,4,4881,NA
3473,2,4826,NA
3458,10,4724,NA
3461,6,4730,NA
3458,9,4727,NA
3456,8,4732,NA
3452,9,4727,NA
3453,5,4684,NA
3569,4,4651,NA
3571,6,4641,NA
3569,9,4644,NA
3568,10,4654,NA
3571,10,4659,NA
3541,8,4803,NA
3583,8,4825,NA
3583,8,4825,NA
3584,7,4833,NA
3583,5,4818,NA
3583,3,4819,NA
3579,7,4727,NA
3576,8,4712,NA
3579,8,4727,NA
3581,9,4761,NA
3579,9,4736,NA
3443,7,4567,NA
3442,8,4592,NA
3444,9,4597,NA
3434,9,4577,NA
3431,8,4581,NA
3428,8,4591,NA
3563,10,4608,NA
3556,10,4627,NA
3556,10,4638,NA
3553,10,4653,NA
3555,12,4632,NA
3463,9,4674,NA
3459,9,4664,NA
3455,6,4661,NA
3452,5,4658,NA
3451,5,4659,NA
3439,6,4634,NA
3575,58,4594,NA
3576,60,4581,NA
3575,57,4585,NA
3576,53,4593,NA
3581,44,4597,NA
3679,27,4470,NA
3672,16,4438,NA
3666,4,4438,NA
3671,2,4425,NA
3669,3,4415,NA
3658,4,4392,NA
3582,2,4541,NA
3645,3,4441,NA
3645,NA,4432,NA
3646,1,4424,NA
3648,3,4411,NA
3685,9,4462,NA
3684,6,4446,NA
3685,11,4445,NA
3685,13,4442,NA
3688,16,4421,NA
3693,14,4409,NA
3641,14,4387,NA
3637,14,4387,NA
3639,16,4380,NA
2926,12,4373,NA
2926,20,4357,NA
3091,9,4578,NA
3094,8,4570,NA
3091,7,4581,NA
3086,5,4597,NA
3082,5,4626,NA
3082,2,4655,NA
3010,3,4598,NA
3009,2,4601,NA
3009,4,4605,NA
3011,7,4599,NA
3010,10,4602,NA
2894,10,4728,NA
2955,13,4897,NA
2957,17,4900,NA
2958,23,4903,NA
2958,25,4902,NA
2960,24,4866,NA
3072,13,4858,NA
3074,16,4859,NA
3074,21,4857,NA
3068,21,4850,NA
3066,20,4847,NA
3045,17,4794,NA
3044,21,4789,NA
3048,25,4784,NA
3481,29,4596,NA
3481,31,4589,NA
3477,38,4583,NA
3602,38,4611,NA
3605,45,4602,NA
3604,49,4593,NA
3605,47,4569,NA
3606,48,4544,NA
3522,55,4661,NA
3523,57,4672,NA
3527,57,4659,NA
3524,58,4662,NA
3524,53,4666,NA
3174,48,4682,NA
3216,70,4589,NA
3219,72,4618,NA
3220,76,4617,NA
3223,82,4609,NA
3226,73,4603,NA
3104,67,4605,NA
3106,58,4604,NA
3106,63,4611,NA
3105,59,4581,NA
3101,63,4566,NA
3104,61,4566,NA
3078,62,4477,NA
3477,64,4499,NA
3479,64,4495,NA
3478,64,4494,NA
3480,63,4515,NA
3432,58,4526,NA
3435,55,4522,NA
3437,56,4513,NA
3432,56,4507,NA
3435,53,4516,NA
3442,55,4521,NA
3441,55,4536,NA
3437,57,4530,NA
3439,60,4524,NA
3570,57,4482,NA
3572,62,4472,NA
3525,40,4467,NA
3524,43,4468,NA
3528,42,4476,NA
3523,42,4481,NA
3522,40,4506,NA
3520,39,4500,NA
3610,42,4538,NA
3609,38,4538,NA
3604,39,4545,NA
3601,41,4550,NA
3598,40,4552,NA
3654,54,4625,NA
3654,57,4622,NA
3656,57,4616,NA
3658,53,4622,NA
3660,52,4629,NA
3660,51,4614,NA
3476,57,4599,NA
3475,57,4581,NA
3473,54,4596,NA
3481,53,4624,NA
3478,51,4639,NA
3600,52,4635,NA
3600,54,4665,NA
3603,56,4670,NA
3592,33,4584,NA
3593,34,4573,NA
3594,29,4559,NA
3602,35,4572,NA
3600,39,4567,NA
3600,42,4554,NA
3602,50,4543,NA
3603,41,4526,NA
3523,49,4397,NA
3524,52,4382,NA
3525,48,4397,NA
3526,51,4377,NA
3526,54,4367,NA
3545,53,4345,NA
3578,20,4500,NA
3579,20,4463,NA
3580,23,4463,NA
3575,13,4431,NA
3576,13,4427,NA
3478,21,4416,NA
3473,19,4419,NA
3473,20,4420,NA
3478,12,4424,NA
3477,13,4437,NA
3474,12,4444,NA
3582,11,4380,NA
3591,12,4342,NA
3592,7,4352,NA
3593,3,4376,NA
3591,3,4371,NA
3676,1,4323,NA
3678,1,4335,NA
3684,2,4328,NA
3686,2,4337,NA
3687,1,4343,NA
3687,1,4335,NA
3535,1,4259,NA
3535,NA,4248,NA
3535,NA,4249,NA
3344,NA,4248,NA
3343,NA,4232,NA
3336,NA,4228,NA
3335,NA,4231,NA
3336,NA,4245,NA
3337,NA,4244,NA
3337,NA,4256,NA
3338,NA,4245,NA
3309,NA,4285,NA
3305,NA,4275,NA
3305,NA,4276,NA
3305,NA,4272,NA
3303,NA,4271,NA
3471,6,4282,NA
3365,7,4238,NA
3368,8,4245,NA
3369,7,4243,NA
3366,7,4250,NA
3368,7,4264,NA
3507,12,4075,NA
3505,17,4085,NA
3505,18,4090,NA
3505,19,4095,NA
3504,21,4104,NA
3508,22,4121,NA
3527,25,4188,NA
3536,23,4145,NA
3537,20,4154,NA
3537,23,4150,NA
3536,23,4154,NA
3489,20,4193,NA
3488,20,4192,NA
3488,19,4210,NA
3487,12,4210,NA
3487,9,4201,NA
3485,9,4206,NA
3640,14,4103,NA
3640,14,4110,NA
3642,15,4097,NA
3642,15,4092,NA
3143,23,4221,NA
3122,30,4300,10
3123,29,4308,10
3125,22,4312,10
3124,19,4324,10
3123,20,4342,10
3121,20,4334,9
3113,17,4336,6
3115,16,4340,5
3116,9,4350,5
3113,7,4356,5
3112,4,4350,5
3144,5,4289,NA
3530,NA,4223,9
3530,NA,4222,9
3534,4,4214,9
3534,7,4195,1
3533,8,4188,NA
3396,19,4060,NA
3395,20,4051,NA
3395,18,4059,NA
3397,16,4049,NA
3391,15,4043,NA
3522,13,4048,NA
3584,12,3980,NA
3583,8,3992,NA
3671,8,3973,NA
3675,8,3981,NA
3674,8,3982,NA
3640,11,4024,NA
3639,8,4032,NA
3641,4,4018,NA
3639,4,4019,NA
3640,4,4012,NA
3559,1,4144,NA
3560,NA,4154,NA
3558,NA,4160,NA
3560,NA,4150,NA
3560,NA,4139,NA
3385,NA,4165,NA
3363,NA,3929,NA
3361,NA,3940,NA
3361,NA,3959,NA
3364,NA,3957,NA
3364,NA,3960,NA
3566,1,3996,NA
3566,NA,3985,NA
3568,3,3972,NA
3569,5,3961,NA
3569,3,3978,NA
3571,4,3985,NA
3604,3,3952,NA
3575,6,3962,NA
3575,8,3961,NA
3573,6,3944,NA
3580,7,3939,NA
3596,10,3942,NA
3599,12,3944,NA
3598,11,3933,NA
3598,14,3930,NA
3596,18,3930,NA
3594,19,3933,NA
3518,20,3896,NA
3520,18,3917,NA
3520,14,3933,NA
3535,16,4119,NA
3535,13,4119,NA
3501,15,3927,NA
3504,16,3947,NA
3504,14,3952,NA
3507,7,3947,NA
3506,7,3946,NA
3510,7,3953,NA
3380,8,4033,NA
3384,7,4045,NA
3384,7,4037,NA
3386,6,4036,NA
3390,5,4006,NA
3513,4,3875,NA
3316,3,3990,NA
3314,2,4004,NA
3315,NA,4007,NA
3310,1,4027,NA
3310,1,4035,NA
3263,8,3964,NA
3261,4,3958,NA
3266,4,3959,NA
3263,8,3953,NA
3263,7,3951,NA
3175,13,3838,NA
3180,16,3819,NA
3184,23,3802,NA
3429,33,3751,NA
3428,39,3752,NA
3430,39,3738,NA
3644,30,3438,NA
3644,40,3431,NA
3642,34,3441,NA
3639,31,3426,NA
3644,32,3433,NA
3742,28,3477,NA
3741,32,3468,NA
3741,48,3479,NA
3742,53,3482,NA
3744,49,3476,NA
3550,25,3534,NA
3646,34,3570,NA
3650,27,3594,NA
3650,33,3611,NA
3649,35,3619,NA
3649,37,3626,NA
3392,46,3607,NA
3391,45,3574,NA
3390,37,3580,NA
3390,34,3578,NA
3389,32,3554,NA
3388,29,3547,NA
3555,32,3446,NA
3604,29,3486,NA
3604,27,3495,NA
3604,9,3522,NA
3607,9,3537,NA
3570,20,3526,NA
3572,20,3531,NA
3573,17,3545,NA
3572,10,3507,NA
3575,10,3520,NA
3575,8,3516,NA
3620,11,3582,NA
3619,11,3567,NA
3621,4,3560,NA
3190,2,3634,NA
3191,5,3640,NA
3249,23,3817,NA
3251,21,3808,NA
3251,21,3813,NA
3253,21,3815,NA
3253,21,3814,NA
3254,22,3807,NA
3453,39,3836,NA
3453,44,3840,NA
3511,45,3823,NA
3510,43,3816,NA
3510,34,3809,NA
4286,27,3766,NA
4285,24,3768,NA
4284,23,3765,NA
4284,22,3772,NA
4284,22,3768,NA
4284,25,3770,NA
4441,10,3764,NA
4444,12,3754,NA
4447,9,3741,NA
4449,8,3745,NA
4448,9,3752,NA
4504,11,3714,NA
4506,9,3698,NA
4509,9,3694,NA
4570,9,3648,NA
4568,6,3655,NA
4567,10,3656,NA
4671,7,3629,NA
4671,7,3625,NA
4670,9,3623,NA
4669,7,3612,NA
4667,9,3608,NA
4591,4,3784,5
4592,6,3791,5
4592,1,3779,5
4594,NA,3775,5
4596,NA,3777,5
4535,NA,3746,5
4665,2,3825,NA
4666,2,3820,NA
4667,1,3816,NA
4668,1,3809,NA
4671,3,3797,NA
4721,2,3788,NA
4721,1,3785,NA
4721,1,3784,NA
4724,1,3779,NA
4723,1,3768,NA
4724,2,3748,NA
4782,1,3838,NA
4856,2,3769,NA
4856,3,3784,NA
4856,3,3780,NA
4857,4,3769,NA
4811,13,3806,NA
4810,12,3810,NA
4809,12,3816,NA
4809,11,3843,NA
4810,10,3850,NA
4810,10,3868,NA
4971,NA,3897,NA
4975,NA,3896,NA
4974,NA,3908,NA
4579,NA,3893,NA
4580,NA,3891,NA
4716,2,3709,NA
4720,2,3710,NA
4715,NA,3725,NA
4713,NA,3724,NA
4712,NA,3728,NA
4723,NA,3721,NA
4567,NA,3737,NA
4570,NA,3751,NA
4573,NA,3752,NA
4579,NA,3742,NA
4574,NA,3734,NA
4866,NA,3680,NA
4864,NA,3688,NA
4864,NA,3661,NA
4860,NA,3637,NA
4860,NA,3647,NA
4858,NA,3637,NA
4833,NA,3721,NA
4834,NA,3714,NA
4834,NA,3705,NA
4833,NA,3686,NA
4834,NA,3683,NA
4832,NA,3663,NA
4872,NA,3648,NA
4872,NA,3630,NA
4932,2,3660,NA
4935,NA,3648,NA
4936,1,3650,NA
5099,1,3619,NA
5097,NA,3623,NA
5100,NA,3633,NA
5102,NA,3656,NA
5096,NA,3641,NA
5094,NA,3634,NA
5204,NA,3547,NA
5205,NA,3541,NA
5209,NA,3527,NA
5204,NA,3504,NA
5238,2,3520,NA
5288,NA,3610,NA
5289,NA,3609,NA
5293,NA,3609,NA
5284,NA,3614,NA
5284,NA,3614,NA
5281,NA,3605,NA
5337,NA,3650,NA
5335,NA,3644,NA
5336,NA,3646,NA
5333,NA,3669,NA
5333,NA,3645,NA
5099,NA,3580,NA
5111,NA,3598,NA
5108,1,3594,NA
5102,NA,3590,NA
5106,NA,3591,NA
5108,1,3580,NA
5182,NA,3633,NA
5185,NA,3639,NA
5189,NA,3622,NA
5188,NA,3613,NA
5187,NA,3608,NA
5392,NA,3602,NA
5387,NA,3622,NA
5384,NA,3646,NA
5345,NA,3626,NA
5341,1,3620,NA
5338,1,3617,NA
5509,18,3461,NA
5510,11,3470,NA
5511,7,3473,NA
5514,8,3476,NA
5515,9,3471,NA
5432,9,3246,NA
5432,10,3242,NA
5428,14,3251,NA
5424,17,3235,NA
5424,18,3236,NA
5438,16,3233,NA
5348,11,3212,NA
5348,9,3208,NA
5349,8,3232,NA
5350,6,3222,NA
5350,6,3208,NA
5664,7,3137,NA
5669,5,3148,NA
5668,6,3138,NA
5668,5,3154,NA
5668,6,3157,NA
5671,4,3140,NA
5714,7,2948,NA
5715,4,2958,NA
5791,3,2975,NA
5793,1,2976,NA
5795,1,2988,NA
5702,2,2951,NA
5703,1,2947,NA
5703,NA,2957,NA
5703,NA,2946,NA
5703,NA,2941,NA
5703,NA,2922,NA
5708,NA,3030,NA
5706,NA,3019,NA
5707,1,3015,NA
5704,1,2999,NA
5721,NA,3016,NA
5698,NA,2870,NA
5696,2,2871,NA
5697,2,2866,NA
5695,1,2859,NA
5697,3,2858,NA
5695,4,2862,NA
5719,NA,2941,NA
5722,NA,2942,NA
5724,NA,2935,NA
5728,NA,2937,NA
5729,NA,2930,NA
5792,NA,2873,NA
5857,NA,2799,NA
5856,NA,2795,NA
5853,NA,2797,NA
5855,NA,2786,NA
5857,1,2768,NA
5881,5,2822,NA
5881,5,2826,NA
5885,7,2819,NA
5885,7,2821,NA
5886,11,2815,NA
5965,13,2826,NA
5963,13,2809,NA
5968,15,2802,NA
5783,15,2785,NA
5783,17,2773,NA
5784,15,2738,NA
5726,35,2838,NA
5726,34,2839,NA
5725,35,2845,NA
5723,39,2855,NA
5725,36,2842,NA
5832,38,2774,NA
5831,36,2777,NA
5832,37,2778,NA
5828,32,2765,NA
5825,29,2778,NA
5660,27,2752,NA
5843,18,2864,NA
5841,18,2864,NA
5840,14,2854,NA
5841,16,2856,NA
5841,25,2858,NA
5906,30,2759,NA
5906,35,2765,NA
5905,40,2778,NA
5904,42,2777,NA
5904,43,2772,NA
5909,42,2757,NA
5965,39,2781,NA
5958,37,2776,NA
5436,37,2807,NA
5433,37,2795,NA
5434,36,2808,NA
5401,37,2795,NA
5399,36,2809,NA
5395,34,2810,NA
5388,34,2817,NA
5382,33,2812,NA
5375,31,2816,NA
5427,28,2856,NA
5411,28,2837,NA
5414,27,2818,NA
5425,26,2805,NA
5829,24,3010,NA
5749,23,2919,NA
5751,26,2915,NA
5752,32,2914,NA
5750,35,2906,NA
5751,33,2896,NA
5745,30,2882,NA
5930,37,2839,NA
5932,33,2852,NA
5932,32,2852,NA
5932,32,2838,NA
5928,32,2836,NA
5992,21,2680,NA
5984,26,2758,NA
5984,25,2743,NA
5986,24,2721,NA
5981,26,2698,NA
5980,26,2685,NA
5915,31,2598,NA
5913,30,2601,NA
5912,25,2601,NA
5910,26,2577,NA
5911,26,2561,NA
5916,18,2617,NA
5916,19,2615,NA
5918,22,2631,NA
5423,24,2726,NA
5428,28,2739,NA
5430,26,2740,NA
5442,NA,2516,NA
5440,NA,2515,NA
5446,NA,2523,NA
5446,NA,2524,NA
5446,NA,2523,NA
5383,1,2698,NA
5384,1,2704,NA
5381,NA,2711,NA
5377,NA,2717,NA
5376,NA,2740,NA
5978,2,3211,NA
6111,NA,3355,NA
6113,NA,3365,NA
6116,NA,3371,NA
6120,NA,3369,NA
6125,NA,3360,NA
6097,NA,3193,NA
6098,NA,3171,NA
6101,NA,3155,NA
6105,NA,3167,NA
6108,NA,3165,NA
6108,NA,3170,NA
6315,NA,3246,NA
6317,NA,3251,NA
6401,NA,2772,NA
6403,NA,2776,NA
6399,NA,2787,NA
6257,NA,2771,NA
6260,NA,2770,NA
6259,NA,2771,NA
6255,NA,2774,NA
6255,NA,2785,NA
6255,NA,2784,NA
6428,NA,2935,NA
6430,NA,2934,NA
6513,NA,2888,NA
6517,NA,2893,NA
6244,NA,2530,NA
6173,NA,2560,NA
6173,NA,2564,NA
6174,NA,2544,NA
6171,NA,2534,NA
6170,NA,2542,NA
6163,NA,2520,NA
6095,NA,2395,NA
6093,NA,2389,NA
6096,NA,2389,NA
6098,NA,2389,NA
6101,NA,2405,NA
5907,NA,2248,NA
6205,NA,2245,NA
6204,NA,2245,NA
6201,NA,2253,NA
6199,NA,2241,NA
6200,NA,2239,NA
6252,NA,2442,NA
6249,NA,2439,NA
6247,NA,2465,NA
6246,NA,2444,NA
6249,NA,2450,NA
6324,NA,2363,NA
6323,NA,2412,NA
6326,NA,2416,NA
6020,NA,2461,NA
6020,NA,2467,NA
6021,NA,2473,NA
6105,62,2501,NA
6106,58,2494,NA
6108,61,2489,NA
6106,55,2485,NA
6110,50,2493,NA
6110,45,2464,NA
6129,25,2309,NA
6129,19,2314,NA
6130,17,2320,NA
6130,15,2312,NA
6430,14,2289,NA
6433,31,2406,NA
6428,30,2411,NA
6420,30,2421,NA
6421,30,2427,NA
6419,28,2418,NA
6418,30,2403,NA
6408,20,2428,NA
6406,20,2416,NA
6405,18,2402,NA
6407,18,2396,NA
6404,16,2392,NA
6381,12,2396,NA
6380,11,2388,NA
6416,11,2351,NA
6416,13,2336,NA
6422,12,2330,NA
6427,16,2300,NA
6576,27,2182,NA
6582,23,2176,NA
6581,29,2166,NA
6583,31,2173,NA
6585,30,2172,NA
6398,32,2102,NA
6399,34,2095,NA
6402,43,2069,NA
6401,47,2067,NA
6440,47,2124,NA
6441,47,2126,NA
6397,44,2035,NA
6393,41,2036,NA
6393,39,2024,NA
6393,41,2018,NA
6389,40,2018,NA
6531,43,2073,NA
6531,34,2073,NA
6532,24,2062,NA
