"X.1","X0","X2","X1"
4701,NA,4536,NA
4651,NA,4493,NA
4652,NA,4489,NA
4654,NA,4483,NA
4650,NA,4482,NA
4650,NA,4474,NA
4648,NA,4477,NA
4608,NA,4473,NA
4602,NA,4465,NA
4601,NA,4451,NA
4600,NA,4450,NA
4557,NA,4585,NA
4700,NA,4484,NA
4700,NA,4484,NA
4701,NA,4473,NA
4702,NA,4471,NA
4702,NA,4466,NA
4704,NA,4468,NA
4817,NA,4643,NA
4815,NA,4643,NA
4815,NA,4645,NA
4816,NA,4646,NA
4816,NA,4648,NA
4756,NA,4635,NA
4774,NA,4565,NA
4776,NA,4555,NA
4779,NA,4558,NA
4781,NA,4562,NA
4779,NA,4567,NA
4727,NA,4592,NA
4728,NA,4585,NA
4732,NA,4587,NA
4732,NA,4594,NA
4559,NA,4665,NA
4526,NA,4744,NA
4530,NA,4759,NA
4531,NA,4754,1
4458,NA,4725,NA
4462,NA,4729,NA
4467,NA,4731,NA
4595,NA,4712,1
4595,NA,4704,1
4594,NA,4701,3
4591,NA,4695,3
4589,NA,4695,4
4614,NA,4737,4
4615,NA,4730,6
4620,NA,4731,6
4620,NA,4728,6
4575,NA,4775,6
4584,NA,4781,6
4468,NA,4865,6
4472,NA,4865,7
4475,NA,4862,7
4475,NA,4860,7
4474,NA,4861,8
4559,NA,4951,9
4559,NA,4951,9
4557,NA,4949,10
4554,NA,4947,10
4555,NA,4962,10
4552,NA,4956,11
4639,NA,5026,15
4639,NA,5029,15
4633,NA,5020,15
4632,NA,5017,16
4628,NA,5026,17
4630,NA,5030,19
4438,NA,5081,16
4437,NA,5085,16
4430,NA,5077,17
4434,NA,5079,18
4432,NA,5072,20
4567,NA,5041,21
4563,NA,5035,21
4513,NA,5129,20
4504,NA,5130,21
4508,NA,5138,21
4510,NA,5139,22
4354,NA,5216,21
4353,NA,5219,21
4353,NA,5218,21
4353,NA,5218,21
4350,NA,5219,20
4371,NA,5234,20
4372,NA,5235,21
4374,NA,5256,21
4377,NA,5253,21
4326,NA,4967,21
4324,NA,4969,21
4312,NA,5048,22
4360,NA,4978,23
4359,NA,4975,25
4365,NA,4981,25
4369,NA,4990,27
4312,NA,5017,31
4311,NA,5021,32
4312,NA,5025,33
4310,NA,5044,33
4311,NA,5033,34
4315,NA,5004,31
4390,5,5151,31
4390,5,5146,32
4388,5,5155,32
4386,5,5159,34
4380,5,5167,32
4502,5,5205,29
4498,5,5206,29
4501,5,5197,29
4503,5,5187,29
4504,5,5194,29
4501,5,5206,30
4359,NA,5188,31
4354,NA,5161,31
4354,NA,5157,31
4360,NA,5155,32
4361,NA,5139,33
4575,NA,5193,NA
4579,NA,5192,2
4579,NA,5184,NA
4583,NA,5173,1
4583,NA,5171,NA
4572,NA,5176,NA
4467,NA,5179,NA
4470,NA,5181,NA
4466,NA,5170,NA
4514,NA,5122,1
4508,NA,5127,1
4547,NA,5093,6
4549,NA,5089,6
4546,NA,5083,5
4542,NA,5073,5
4545,NA,5066,5
4542,NA,5064,5
4500,NA,5088,NA
4498,NA,5083,NA
4501,NA,5074,2
4500,NA,5081,2
4500,NA,5079,4
4485,NA,5085,NA
4487,NA,5078,NA
4487,NA,5071,NA
4487,NA,5069,NA
4490,NA,5072,NA
4485,NA,5076,NA
4389,NA,5103,NA
4389,NA,5103,NA
4389,NA,5101,NA
4390,NA,5103,NA
4408,NA,5098,NA
4167,NA,5375,NA
4119,NA,5420,5
4115,NA,5401,5
4119,NA,5400,5
4119,NA,5389,5
4120,NA,5383,5
4079,1,5223,NA
4085,1,5217,NA
4098,2,5218,NA
4100,3,5213,NA
4103,3,5211,NA
4102,NA,5224,NA
4108,NA,5229,NA
4104,NA,5228,NA
4071,NA,5215,NA
4073,NA,5222,NA
4072,NA,5228,NA
4073,NA,5199,1
4082,NA,5191,1
4080,NA,5184,1
4079,NA,5180,1
4071,NA,5174,4
4100,NA,5237,NA
4092,NA,5239,NA
4097,NA,5246,NA
4101,NA,5246,NA
4094,NA,5241,NA
4208,NA,5230,NA
4262,NA,5174,NA
4264,NA,5168,NA
4265,NA,5168,NA
4265,NA,5163,NA
4264,NA,5151,NA
4256,NA,5150,NA
4251,NA,5151,NA
4252,NA,5156,NA
4250,NA,5160,NA
4252,NA,5159,NA
4253,NA,5154,NA
4228,NA,4942,NA
4226,NA,4941,NA
4227,NA,4943,NA
4232,NA,4947,NA
4230,NA,4954,NA
4122,NA,4948,NA
4124,NA,4951,NA
4129,NA,4950,NA
4131,NA,4948,NA
4133,NA,4949,NA
4133,NA,4941,NA
4029,NA,5009,NA
4031,NA,5013,NA
4027,NA,5029,NA
4024,NA,5029,NA
4018,NA,5031,NA
4000,4,5079,NA
3996,4,5082,NA
3998,4,5079,NA
3995,4,5075,NA
3998,4,5076,NA
4002,4,5075,NA
3963,NA,5101,NA
3966,NA,5104,NA
3964,NA,5101,NA
3962,NA,5111,NA
3925,NA,5088,NA
4080,NA,5099,NA
4080,NA,5091,NA
4079,NA,5098,NA
4078,NA,5101,NA
4079,NA,5111,NA
4080,NA,5097,NA
3933,2,5228,NA
3934,2,5230,NA
3937,3,5235,NA
3942,3,5228,NA
3943,3,5228,NA
4131,NA,5124,NA
4128,NA,5137,NA
4128,NA,5131,NA
4132,NA,5131,NA
4134,NA,5136,NA
4132,NA,5131,NA
4111,1,5126,NA
4111,1,5118,NA
4107,NA,5121,NA
4111,NA,5115,NA
4114,NA,5113,NA
4130,NA,5064,NA
4128,NA,5067,NA
4193,NA,5106,NA
4191,NA,5098,NA
4194,NA,5087,NA
4196,NA,5082,NA
4279,NA,5122,NA
4281,NA,5120,NA
4284,NA,5118,NA
4281,NA,5111,NA
4283,NA,5105,NA
4136,NA,4953,NA
4136,NA,4951,NA
4138,NA,4941,NA
4138,NA,4938,NA
4125,4,4953,NA
4126,4,4951,NA
4417,NA,4977,NA
4413,NA,4978,NA
4410,NA,4981,NA
4410,NA,4982,NA
4402,NA,4987,NA
4370,NA,4937,NA
4368,NA,4942,NA
4367,NA,4942,NA
4367,NA,4945,NA
4365,NA,4942,NA
4367,NA,4937,NA
4248,NA,4949,NA
3982,NA,5045,NA
3986,NA,5046,NA
3983,NA,5045,NA
3985,NA,5043,NA
4070,NA,4992,9
4076,NA,4990,9
4078,NA,4992,9
4080,NA,4995,9
4084,NA,4997,9
4083,NA,4994,9
4156,NA,4911,5
4172,NA,4839,5
4168,NA,4841,5
4168,NA,4837,5
4170,NA,4839,5
4322,NA,4802,NA
4322,NA,4804,NA
4320,NA,4796,NA
4319,NA,4801,NA
4317,NA,4791,NA
4318,NA,4797,NA
4202,NA,4899,NA
4207,NA,4903,NA
4201,NA,4904,NA
4133,NA,4860,NA
4135,NA,4862,NA
4318,NA,4848,NA
4318,NA,4858,NA
4321,NA,4866,NA
4322,NA,4867,1
4322,NA,4861,3
4324,NA,4868,7
4224,NA,4814,8
4222,NA,4816,10
4218,NA,4814,10
4218,NA,4812,11
4214,NA,4813,12
4543,NA,4967,12
4545,NA,4953,13
4547,NA,4947,14
4550,NA,4952,14
4546,NA,4948,14
4548,NA,4939,15
4349,NA,4971,15
4351,NA,4974,14
4352,NA,4982,15
4350,NA,4990,15
4351,NA,4985,14
4352,NA,4974,13
4421,NA,5004,11
4420,NA,5007,10
4413,NA,5009,10
4416,NA,5002,8
4418,NA,5005,9
4405,NA,4990,6
4408,NA,4995,7
4401,NA,4993,7
4407,NA,4996,6
4470,NA,4948,4
4476,NA,4946,4
4505,NA,4883,1
4503,NA,4880,2
4532,NA,4909,3
4530,NA,4913,2
4522,NA,4921,3
4365,NA,4943,3
4363,NA,4944,4
4355,NA,4948,3
4351,NA,4950,3
4342,NA,4948,4
4338,NA,4952,3
4307,NA,4919,1
4305,NA,4915,5
4306,NA,4917,2
4312,NA,4916,1
4232,NA,4939,NA
4345,NA,4869,2
4343,NA,4875,2
4344,NA,4880,2
4346,NA,4877,1
4345,NA,4874,1
4343,NA,4882,1
4341,NA,4923,2
4346,NA,4920,3
4344,NA,4917,NA
4346,NA,4917,NA
4341,NA,4913,NA
4391,NA,4878,1
4386,NA,4876,1
4384,NA,4875,1
4381,NA,4869,2
4384,NA,4862,2
4385,NA,4858,2
4224,NA,4847,1
4233,NA,4844,3
4238,NA,4842,4
4239,NA,4843,5
4239,NA,4845,6
4064,NA,4791,7
4066,NA,4789,6
4088,NA,4683,8
4089,NA,4690,8
4089,NA,4696,9
4084,NA,4700,8
4206,NA,4666,8
4207,NA,4661,9
4207,NA,4659,8
4202,NA,4664,8
4199,NA,4655,7
4148,NA,4791,8
4150,NA,4793,8
4149,NA,4797,5
4149,NA,4797,4
4092,NA,4736,3
4089,NA,4735,3
3909,NA,4809,13
3910,NA,4801,13
3923,NA,4753,14
3925,NA,4750,14
3924,NA,4743,16
3800,NA,4785,17
3800,NA,4780,17
3799,NA,4776,18
3801,NA,4760,18
3802,NA,4752,19
3816,NA,4813,19
3690,NA,4605,19
3691,NA,4601,19
3692,NA,4600,20
3691,NA,4598,20
3690,NA,4602,20
3606,NA,4562,20
3606,NA,4553,20
3607,NA,4552,21
3608,NA,4553,21
3608,NA,4548,21
3610,NA,4529,22
3621,NA,4588,22
3625,NA,4626,22
3626,NA,4628,23
3626,NA,4608,23
3626,NA,4608,24
3633,NA,4598,15
3632,NA,4596,17
3629,NA,4597,16
3626,NA,4590,17
3627,NA,4597,15
3626,NA,4594,15
3542,NA,4657,14
3545,NA,4657,13
3543,NA,4653,13
3480,NA,4752,13
3480,NA,4746,14
3367,NA,4776,15
3367,NA,4768,14
3369,NA,4768,13
3369,NA,4768,14
3369,NA,4771,13
3366,NA,4771,13
3360,NA,4911,13
3357,NA,4914,13
3356,NA,4929,13
3360,NA,4923,12
3330,NA,4752,12
3098,NA,4603,13
3099,NA,4591,12
3101,NA,4589,13
3100,NA,4579,13
3091,NA,4577,13
3087,NA,4571,13
3069,NA,4622,14
3068,NA,4627,14
3071,NA,4624,14
3074,NA,4626,14
3074,NA,4624,15
3093,NA,4770,15
3046,NA,4884,14
3043,NA,4881,13
3040,NA,4882,14
3037,NA,4884,14
3032,NA,4892,14
2809,NA,4885,NA
2811,NA,4866,NA
2811,NA,4866,NA
2810,NA,4864,NA
2812,NA,4860,NA
2930,NA,4899,NA
2929,NA,4898,NA
2985,NA,4909,NA
2986,NA,4905,NA
2989,NA,4898,NA
2989,NA,4894,NA
2991,NA,5021,NA
2994,NA,5021,NA
2990,NA,5019,NA
2983,NA,5027,NA
2991,NA,5032,NA
2922,NA,4999,NA
2919,NA,4998,NA
2917,NA,4999,NA
2917,NA,4995,NA
2877,NA,4910,NA
2873,NA,4907,NA
2881,NA,4970,NA
2882,NA,4969,NA
2879,NA,4965,NA
2878,NA,4968,NA
2874,NA,4982,NA
2843,NA,4983,NA
2843,NA,4981,NA
2843,NA,4979,NA
2842,NA,4976,NA
2839,NA,4988,NA
2837,NA,4988,NA
2806,NA,4899,NA
2807,NA,4895,NA
2808,NA,4878,NA
2811,NA,4880,NA
2809,NA,4877,NA
2769,NA,5000,NA
2769,NA,4997,NA
2768,NA,4995,NA
2769,NA,4996,NA
2771,NA,4986,NA
2770,NA,4990,NA
2796,NA,4885,NA
2798,NA,4897,NA
2794,NA,4898,NA
2792,NA,4895,NA
2790,NA,4897,NA
2952,NA,4857,NA
2952,NA,4855,NA
2954,NA,4849,NA
2951,NA,4848,NA
3034,NA,4751,NA
3030,NA,4753,NA
3022,NA,4865,NA
3019,NA,4862,NA
3020,NA,4862,NA
3023,NA,4870,NA
3024,NA,4868,NA
2865,NA,4868,NA
2865,NA,4872,NA
2865,NA,4874,NA
2867,NA,4873,NA
2868,NA,4884,NA
2871,NA,4883,NA
2938,NA,4825,NA
2935,NA,4821,NA
2939,NA,4830,NA
2934,NA,4821,NA
2793,NA,4862,NA
2748,NA,4833,NA
2749,NA,4839,1
2750,NA,4841,2
2751,NA,4837,4
2749,NA,4842,6
2753,NA,4846,7
2723,NA,4995,3
2718,NA,4994,2
2718,NA,5000,1
2717,NA,5005,1
2718,NA,4995,1
2706,NA,4946,8
2730,NA,4957,1
2727,NA,4949,1
2729,NA,4952,1
2724,NA,4943,1
2723,NA,4937,1
2677,NA,4850,NA
2677,NA,4823,NA
2679,NA,4828,NA
2677,NA,4831,NA
2680,NA,4836,NA
2673,NA,4734,5
2672,NA,4726,5
2669,NA,4730,5
2679,NA,4761,5
2676,NA,4757,6
2675,NA,4756,7
2522,NA,4512,2
2522,NA,4515,2
2520,NA,4512,2
2519,NA,4508,2
2520,NA,4507,1
2536,NA,4591,4
2535,NA,4597,2
2534,NA,4591,1
2537,NA,4594,1
2556,NA,4608,NA
2557,NA,4601,NA
2509,NA,4543,NA
2512,NA,4546,NA
2369,NA,4796,NA
2374,NA,4800,NA
2372,NA,4811,NA
2373,NA,4820,NA
2374,NA,4832,NA
2378,NA,4843,NA
2380,NA,4851,NA
2382,NA,4847,NA
2380,NA,4847,NA
2190,NA,4898,NA
2192,NA,4893,NA
2191,NA,4878,NA
2194,NA,4868,NA
2192,NA,4868,NA
2192,NA,4866,NA
2113,NA,4809,NA
2116,NA,4803,NA
2119,NA,4801,NA
2120,NA,4801,NA
2122,NA,4800,NA
1976,NA,4808,NA
1860,NA,4882,NA
1857,NA,4874,NA
1857,NA,4873,NA
1856,NA,4877,NA
1857,NA,4871,NA
1709,NA,4999,NA
1710,NA,4999,NA
1715,NA,5000,NA
1713,NA,4995,NA
1718,NA,4992,3
1670,NA,5005,4
1669,NA,4994,5
1665,NA,4992,4
1719,NA,5037,4
1721,NA,5042,3
1718,NA,5043,2
1797,NA,5057,3
1796,NA,5056,3
1800,NA,5055,5
1797,NA,5058,5
1794,NA,5066,4
1761,NA,5045,4
1760,NA,5043,4
1761,NA,5042,4
1760,NA,5049,3
1728,NA,5054,3
1732,NA,5053,3
1721,NA,5027,NA
1717,NA,5024,NA
1714,NA,5027,NA
1717,NA,5026,NA
1719,NA,5020,NA
1811,NA,5107,5
1815,NA,5097,5
1815,NA,5094,4
1815,NA,5088,4
1815,NA,5089,3
1830,NA,5027,3
1807,NA,4961,8
1809,NA,4960,7
1807,NA,4961,7
1807,NA,4964,7
1806,NA,4970,7
1714,NA,5130,9
1717,NA,5129,9
1715,NA,5128,9
1713,NA,5124,9
1713,NA,5121,9
1712,NA,5121,8
1557,NA,5079,NA
1562,NA,5087,NA
1577,NA,5084,NA
1579,NA,5090,NA
1581,NA,5095,NA
1607,NA,5071,4
1608,NA,5072,4
1605,NA,5076,3
1602,NA,5078,3
1598,NA,5080,2
1595,NA,5087,2
1460,NA,5024,NA
1462,NA,5029,NA
1464,NA,5029,NA
1572,NA,5022,NA
1568,NA,5027,NA
1626,NA,5097,NA
1624,NA,5093,NA
1624,NA,5090,NA
1623,NA,5084,NA
1626,NA,5086,NA
1622,NA,5082,NA
1692,NA,5087,NA
1692,NA,5088,NA
1688,NA,5091,NA
1688,NA,5094,NA
1687,NA,5093,NA
1616,NA,5210,NA
1616,NA,5213,NA
1618,NA,5212,NA
1619,NA,5216,NA
1620,NA,5219,NA
1623,NA,5219,NA
1651,NA,5235,NA
1655,NA,5236,NA
1656,NA,5236,NA
1659,NA,5239,NA
1662,NA,5229,NA
1634,NA,5190,NA
1604,NA,5263,NA
1602,NA,5264,NA
1600,NA,5268,NA
1599,NA,5269,NA
1594,NA,5269,NA
1687,NA,5088,NA
1684,NA,5087,NA
1680,NA,5087,NA
1539,NA,5284,NA
1536,NA,5282,NA
1579,NA,5298,1
1581,NA,5298,1
1580,NA,5295,1
1537,NA,5238,1
1540,NA,5233,1
1539,NA,5234,1
1546,NA,5249,1
1544,NA,5247,1
1543,NA,5249,NA
1541,NA,5250,1
1541,NA,5249,1
1488,NA,5297,NA
1489,NA,5297,NA
1493,NA,5296,1
1492,NA,5296,1
1543,NA,5181,NA
1540,NA,5179,NA
1571,NA,5312,NA
1572,NA,5313,NA
1574,NA,5319,1
1573,NA,5313,NA
1575,NA,5311,NA
1392,NA,5106,NA
1391,NA,5102,1
1391,NA,5102,1
1392,NA,5095,1
1393,NA,5092,NA
1396,NA,5090,1
1389,NA,5424,1
1390,NA,5424,1
1391,NA,5422,1
1394,NA,5422,NA
1392,NA,5416,1
1513,NA,5351,1
1516,NA,5342,1
1515,NA,5342,1
1521,NA,5343,1
1518,NA,5343,1
1519,NA,5340,1
1547,NA,5222,1
1554,NA,4879,1
1554,NA,4881,2
1554,NA,4873,1
1551,NA,4872,1
1581,NA,4863,1
1583,NA,4865,3
1584,NA,4863,9
1585,NA,4869,10
1585,NA,4874,11
1588,NA,4882,16
1638,NA,4810,11
1638,NA,4812,8
1637,NA,4818,6
1672,NA,4809,6
1671,NA,4814,6
1745,NA,4783,5
1768,NA,4738,3
1765,NA,4734,8
1765,NA,4740,5
1766,NA,4735,7
1765,NA,4734,7
1854,NA,4877,8
1851,NA,4884,7
1850,NA,4879,14
1849,NA,4880,9
1873,NA,4857,8
1930,NA,4772,3
1933,NA,4775,2
1935,NA,4772,3
1932,NA,4779,2
1931,NA,4782,2
1929,NA,4786,1
1937,NA,4750,1
1936,NA,4753,2
1933,NA,4758,3
1932,NA,4764,2
1933,NA,4765,2
1895,NA,4737,2
1959,NA,4780,2
1955,NA,4788,2
1953,NA,4787,3
1950,NA,4795,3
1949,NA,4788,3
2017,NA,4652,9
2016,NA,4655,7
2023,NA,4652,8
2024,NA,4649,8
2026,NA,4643,7
2138,NA,4498,4
2140,NA,4498,3
2188,NA,4546,3
2186,NA,4545,4
2182,NA,4543,4
2181,NA,4536,5
2244,NA,4383,9
2245,NA,4388,7
2247,NA,4388,7
2248,NA,4386,5
2250,NA,4385,5
2322,NA,4453,1
2322,NA,4454,1
2324,NA,4454,1
2326,NA,4455,1
2305,NA,4503,1
2308,NA,4493,1
2213,NA,4314,1
2212,NA,4308,2
2212,NA,4299,2
2216,NA,4293,2
2215,NA,4287,4
2174,NA,4353,5
2171,NA,4346,7
2166,NA,4340,8
2161,NA,4335,10
2155,NA,4331,11
2021,NA,4618,11
2021,NA,4629,11
2022,NA,4624,12
2024,NA,4613,13
2026,NA,4604,13
2028,NA,4599,13
2077,NA,4628,14
2073,NA,4620,14
2066,NA,4619,14
2065,NA,4617,14
2056,NA,4616,15
2052,NA,4614,15
2092,NA,4554,15
2108,NA,4465,16
2108,NA,4465,15
2106,NA,4466,15
2106,NA,4470,15
2106,NA,4470,15
2109,NA,4616,10
2107,NA,4616,5
2104,NA,4619,5
2103,NA,4617,6
2102,NA,4619,5
2120,NA,4597,6
2118,NA,4600,6
2139,NA,4591,6
2138,NA,4588,6
2141,NA,4596,5
2144,NA,4599,6
2051,NA,4817,2
2050,NA,4816,1
2051,NA,4812,NA
2053,NA,4812,1
2057,NA,4807,2
1966,NA,4709,NA
1964,NA,4703,1
1966,NA,4707,1
1967,NA,4706,1
1951,NA,4904,NA
1950,NA,4905,NA
1948,NA,5043,NA
1949,NA,5036,1
1951,NA,5032,NA
1952,NA,5025,NA
1953,NA,5026,NA
1951,NA,4892,NA
1952,NA,4889,NA
1953,NA,4894,NA
1954,NA,4891,NA
1955,NA,4893,NA
2058,NA,4734,NA
2206,NA,4731,NA
2208,NA,4731,NA
2210,NA,4734,NA
2211,NA,4732,NA
2209,NA,4731,1
2133,NA,4689,NA
2132,NA,4694,NA
2178,NA,4586,NA
2174,NA,4586,NA
2172,NA,4592,NA
2173,NA,4589,NA
2221,NA,4583,NA
2251,NA,4613,5
2252,NA,4609,5
2252,NA,4610,5
2250,NA,4597,5
2265,NA,4536,12
2263,NA,4533,13
2264,NA,4533,13
2262,NA,4537,14
2265,NA,4539,15
2267,NA,4534,15
2203,NA,4595,2
2205,NA,4604,2
2234,NA,4536,3
2233,NA,4533,3
2234,NA,4521,5
2174,NA,4548,8
2174,NA,4556,9
2175,NA,4556,10
2173,NA,4555,9
2173,NA,4551,10
2171,NA,4555,10
2165,NA,4538,20
2163,NA,4531,20
2165,NA,4541,20
2160,NA,4542,21
2206,NA,4596,14
2188,NA,4621,13
2183,NA,4622,13
2182,NA,4629,14
2180,NA,4627,15
2182,NA,4638,14
2179,NA,4646,15
2132,NA,4570,23
2136,NA,4573,22
2136,NA,4580,24
2140,NA,4584,23
2144,NA,4585,25
2185,NA,4584,41
2186,NA,4583,42
2183,NA,4574,42
2183,NA,4576,41
2180,NA,4573,42
2181,NA,4578,43
2141,NA,4524,48
2143,NA,4526,49
2143,NA,4532,50
2143,NA,4539,50
2139,NA,4543,49
2177,NA,4588,40
2179,NA,4582,40
2120,NA,4575,33
2121,NA,4575,36
2122,NA,4577,39
2121,NA,4575,38
2124,NA,4505,7
2123,NA,4511,6
2121,NA,4515,7
2121,NA,4518,6
2119,NA,4519,6
2078,NA,4525,4
2079,NA,4533,2
2077,NA,4534,NA
2158,NA,4558,1
2156,NA,4565,2
2156,NA,4559,3
2078,NA,4685,NA
2078,NA,4683,NA
2080,NA,4684,1
2081,NA,4679,3
2078,NA,4673,4
2152,NA,4804,6
2155,NA,4801,4
2156,NA,4799,4
2157,NA,4797,2
2158,NA,4806,NA
2174,NA,4720,3
2200,NA,4884,NA
2203,NA,4895,NA
2203,NA,4908,NA
2203,NA,4913,NA
2202,NA,4909,NA
2192,NA,4837,2
2191,NA,4837,3
2189,NA,4839,5
2188,NA,4843,9
2188,NA,4843,9
2189,NA,4838,9
2249,NA,4895,22
2243,NA,4881,23
2246,NA,4878,24
2250,NA,4883,23
2255,NA,4898,23
2163,NA,4832,26
2163,NA,4836,22
2162,NA,4837,21
2169,NA,4837,21
2168,NA,4844,21
2173,NA,4826,17
1957,NA,4948,5
1828,NA,4970,14
1828,NA,4976,14
1830,NA,4985,14
1841,NA,4978,14
1881,NA,4870,40
1881,NA,4873,39
1882,NA,4859,39
1888,NA,4855,39
1888,NA,4861,39
1891,NA,4860,39
1747,NA,4989,29
1750,NA,4984,29
1748,NA,4982,29
1755,NA,5200,38
1754,NA,5210,38
1802,NA,5232,39
1802,NA,5229,39
1803,NA,5218,40
1806,NA,5224,40
1805,NA,5232,40
1805,NA,5235,40
1785,NA,5381,29
1788,NA,5383,29
1792,NA,5383,27
1790,NA,5386,26
1694,NA,5635,56
1558,NA,5563,9
1552,NA,5556,10
1553,NA,5551,10
1552,NA,5559,12
1549,NA,5555,14
1549,NA,5561,16
1561,NA,5617,28
1563,NA,5616,28
1566,NA,5619,28
1563,NA,5623,29
1565,NA,5615,28
1689,NA,5656,49
1853,NA,5515,17
1850,NA,5533,14
1853,NA,5517,14
1850,NA,5510,14
1850,NA,5513,14
1857,NA,5557,30
1861,NA,5553,30
1859,NA,5551,30
1861,NA,5551,28
1863,NA,5569,27
1794,NA,5697,5
1796,NA,5710,5
1487,NA,5671,1
1487,NA,5667,1
1489,NA,5671,1
1491,NA,5699,NA
1674,NA,5672,NA
1674,NA,5669,NA
1676,NA,5663,NA
1679,NA,5652,NA
1678,NA,5654,NA
1586,NA,5891,8
1588,NA,5888,8
1587,NA,5884,8
1685,NA,5884,5
1685,NA,5893,5
1688,NA,5890,5
1658,NA,5820,6
1659,NA,5821,5
1660,NA,5809,5
1657,NA,5800,6
1645,NA,5791,6
1707,NA,5804,1
1704,NA,5805,2
1778,NA,5717,NA
1779,NA,5712,1
1785,NA,5715,2
1771,NA,5571,13
1766,NA,5653,6
1768,NA,5652,6
1766,NA,5648,8
1766,NA,5650,7
1763,NA,5643,8
1790,NA,5736,NA
1792,NA,5734,1
1793,NA,5732,NA
1794,NA,5734,3
1796,NA,5739,4
1790,NA,5736,4
1657,NA,5914,15
1658,NA,5925,13
1657,NA,5930,13
1659,NA,5933,13
1661,NA,5938,13
1702,NA,6059,5
1700,NA,6072,7
1703,NA,6074,7
1703,NA,6081,6
1701,NA,6090,7
1704,NA,6091,7
1653,NA,6142,8
1652,NA,6133,11
1481,NA,6779,7
1483,NA,6783,7
1486,NA,6771,9
1486,NA,6771,10
1428,NA,6763,11
1429,NA,6762,12
1427,NA,6765,12
1425,NA,6767,12
1422,NA,6769,12
1393,NA,6698,15
1392,NA,6686,15
1390,NA,6689,16
1623,NA,6317,11
1625,NA,6319,12
1623,NA,6324,12
1545,NA,6321,10
1545,NA,6325,9
1543,NA,6340,12
1541,NA,6343,13
1542,NA,6346,15
1530,NA,6377,17
1529,NA,6389,16
1527,NA,6404,17
1525,NA,6418,14
1524,NA,6485,14
1524,NA,6488,10
1644,NA,6474,15
1646,NA,6467,15
1643,NA,6478,14
1641,NA,6495,13
1568,NA,6709,13
1517,NA,6932,NA
1517,NA,6931,NA
1519,NA,6924,NA
1517,NA,6916,3
1518,NA,6911,5
1519,NA,6913,4
1399,NA,6676,5
1399,NA,6676,3
1401,NA,6684,3
1402,NA,6683,2
1404,NA,6684,2
1347,NA,6852,6
1348,NA,6854,7
1349,NA,6844,6
1353,NA,6841,5
1353,NA,6835,5
1357,NA,6827,5
1321,NA,6916,3
1326,NA,6983,3
1328,NA,6972,2
1324,NA,6970,2
1323,NA,6970,6
1353,NA,6888,9
1352,NA,6889,8
1352,NA,6889,10
1353,NA,6896,10
1352,NA,6906,11
1350,NA,6913,12
1302,NA,7147,8
1301,NA,7150,7
1299,NA,7150,8
1359,NA,7063,9
1358,NA,7072,8
1327,NA,7179,6
1329,NA,7172,6
1329,NA,7174,5
1326,NA,7175,5
1328,NA,7171,5
1328,NA,7173,4
1405,NA,6995,NA
1404,NA,6993,NA
1402,NA,6997,NA
1405,NA,6994,NA
1422,NA,6998,NA
1549,NA,6983,NA
1548,NA,6989,NA
1547,NA,6993,NA
1549,NA,6988,NA
1547,NA,6989,NA
1545,NA,6988,NA
1540,NA,7019,5
1540,NA,7022,5
1539,NA,7020,5
1539,NA,7021,5
1540,NA,7020,5
1404,NA,7095,NA
1405,NA,7097,NA
1403,NA,7093,1
1490,NA,7040,1
1492,NA,7039,3
1492,NA,7033,3
1456,NA,7015,7
1456,NA,7021,7
1460,NA,7033,11
1457,NA,7042,15
1459,NA,7041,14
1613,NA,6926,14
1615,NA,6920,15
1707,NA,6903,11
1705,NA,6907,12
1706,NA,6909,12
1709,NA,6907,12
1698,NA,7060,11
1700,NA,7052,11
1703,NA,7032,11
1702,NA,7018,10
1702,NA,7010,10
1757,NA,6955,8
1756,NA,6963,9
1757,NA,6960,10
1660,NA,7199,12
1657,NA,7197,10
1659,NA,7195,10
1578,NA,7217,8
1572,NA,7223,8
1569,NA,7222,4
1569,NA,7209,3
1567,NA,7208,5
1545,NA,7199,7
1549,NA,7202,7
1547,NA,7206,7
1548,NA,7204,7
1774,NA,6927,6
1769,NA,6927,7
1817,NA,7056,7
1813,NA,7066,5
1809,NA,7068,5
1801,NA,7072,4
1799,NA,7075,4
1607,NA,7108,4
1609,NA,7148,2
1607,NA,7148,2
1607,NA,7148,2
1607,NA,7166,4
1602,NA,7188,5
1484,NA,7307,1
1484,NA,7289,1
1486,NA,7310,NA
1484,NA,7322,1
1484,NA,7329,1
1497,NA,7336,NA
1496,NA,7354,NA
1493,NA,7349,NA
1488,NA,7348,NA
1485,NA,7352,NA
1490,NA,7359,NA
1312,NA,7569,NA
1290,NA,7644,1
1306,NA,7651,1
1310,NA,7630,1
1309,NA,7635,NA
1319,NA,7702,NA
1320,NA,7706,NA
1328,NA,7686,NA
1332,NA,7695,1
1337,NA,7675,3
1338,NA,7669,4
1308,NA,7622,NA
1306,NA,7618,NA
1601,NA,7584,NA
1601,NA,7584,NA
1600,NA,7581,NA
1580,NA,7437,NA
1580,NA,7439,NA
1574,NA,7432,NA
1576,NA,7422,NA
1579,NA,7422,NA
1585,NA,7425,NA
1553,NA,7350,NA
1554,NA,7362,NA
1554,NA,7358,NA
1552,NA,7363,1
1389,NA,7285,2
1393,NA,7307,2
1390,NA,7311,3
1391,NA,7313,4
