"X.1","X0","X2","X1"
423,NA,1343,NA
421,NA,1335,NA
424,NA,1333,NA
429,NA,1349,NA
429,NA,1358,NA
476,NA,1267,NA
481,NA,1273,NA
495,NA,1273,NA
494,NA,1293,NA
490,NA,1272,NA
579,NA,1379,NA
582,NA,1389,NA
586,NA,1394,NA
594,NA,1382,NA
587,NA,1366,NA
593,NA,1374,NA
595,NA,1312,NA
600,NA,1302,NA
601,NA,1285,NA
596,NA,1277,NA
610,NA,1296,NA
546,5,1349,NA
513,5,1378,NA
511,5,1373,NA
518,5,1378,NA
519,5,1389,NA
520,5,1380,NA
467,NA,1374,NA
464,NA,1362,NA
470,NA,1372,NA
470,NA,1367,NA
473,NA,1353,NA
538,NA,1304,NA
547,NA,1301,NA
540,NA,1313,NA
495,NA,1305,NA
500,NA,1330,NA
492,NA,1314,NA
566,NA,1377,NA
564,NA,1369,NA
569,NA,1380,NA
575,NA,1378,NA
568,NA,1393,NA
563,NA,1208,NA
563,NA,1196,NA
557,NA,1193,NA
554,NA,1198,NA
553,NA,1183,NA
584,NA,1245,NA
473,NA,1320,NA
448,NA,1309,NA
444,NA,1307,NA
442,NA,1307,NA
451,NA,1302,NA
512,NA,1291,NA
495,NA,1293,NA
498,NA,1299,NA
491,NA,1312,NA
488,NA,1317,NA
482,NA,1305,1
522,NA,1309,NA
548,NA,1276,1
555,NA,1270,NA
551,NA,1259,NA
556,NA,1263,1
449,NA,1248,1
453,NA,1237,1
457,NA,1235,1
459,NA,1240,NA
474,NA,1236,NA
478,NA,1239,NA
579,NA,1239,NA
571,NA,1251,NA
579,NA,1258,NA
615,NA,1342,NA
615,NA,1344,NA
567,NA,1301,1
572,NA,1303,3
569,NA,1287,6
575,NA,1294,5
572,NA,1277,5
575,NA,1274,7
591,NA,1350,11
596,NA,1338,14
592,NA,1352,15
600,NA,1353,15
599,NA,1357,14
601,NA,1300,23
598,NA,1311,26
582,NA,1325,28
575,NA,1328,29
573,NA,1333,29
564,NA,1329,29
637,3,1364,32
623,2,1330,30
619,2,1350,30
608,2,1356,31
599,1,1356,33
702,NA,1289,30
705,NA,1283,31
661,NA,1188,32
662,NA,1197,34
661,NA,1198,33
656,NA,1185,33
707,NA,1174,44
699,NA,1174,45
692,NA,1179,50
688,NA,1191,50
681,NA,1193,50
644,NA,1234,52
648,NA,1237,51
646,NA,1248,50
649,NA,1263,50
552,NA,1303,53
551,NA,1305,59
591,NA,1495,NA
587,NA,1503,1
588,NA,1509,1
586,NA,1518,1
582,NA,1529,1
507,NA,1560,1
505,NA,1569,NA
504,NA,1567,NA
502,NA,1555,NA
513,NA,1543,NA
518,NA,1534,NA
488,NA,1515,NA
488,NA,1509,NA
487,NA,1510,NA
483,NA,1519,NA
484,NA,1521,NA
483,NA,1523,NA
538,NA,1439,NA
539,NA,1425,NA
539,NA,1436,NA
540,NA,1449,NA
539,NA,1455,1
478,NA,1459,2
475,NA,1468,3
508,NA,1456,3
512,NA,1458,4
507,NA,1454,3
513,NA,1431,3
582,NA,1497,8
585,NA,1508,9
583,NA,1503,10
582,NA,1488,10
582,NA,1490,10
577,NA,1350,10
574,NA,1347,10
576,NA,1349,12
573,NA,1357,12
588,NA,1451,13
589,NA,1451,14
559,NA,1546,16
555,NA,1545,16
557,NA,1541,16
562,NA,1529,16
557,NA,1531,16
521,NA,1535,16
521,NA,1541,17
521,NA,1543,17
523,NA,1538,17
515,NA,1543,20
517,NA,1542,21
531,NA,1473,17
534,NA,1465,17
532,NA,1466,17
523,NA,1476,17
520,NA,1469,17
562,NA,1526,19
561,NA,1520,20
561,NA,1518,19
564,NA,1528,19
568,NA,1523,19
570,NA,1524,21
592,NA,1552,18
593,NA,1541,17
655,NA,1554,21
656,NA,1559,21
663,NA,1561,20
698,NA,1479,NA
696,NA,1477,NA
699,NA,1479,NA
703,NA,1477,NA
697,NA,1473,NA
698,NA,1474,NA
723,NA,1475,1
726,NA,1480,NA
711,NA,1476,1
711,NA,1481,NA
785,NA,1683,1
845,NA,1611,NA
839,NA,1621,4
838,NA,1623,1
833,NA,1617,2
831,NA,1618,NA
829,NA,1619,3
678,NA,1624,10
677,NA,1611,9
674,NA,1611,8
675,NA,1603,10
666,NA,1595,2
792,NA,1593,2
805,NA,1513,1
805,NA,1513,2
800,NA,1502,1
804,NA,1506,2
808,NA,1489,5
824,NA,1576,7
825,NA,1565,4
824,NA,1551,5
822,NA,1548,5
825,NA,1554,6
917,NA,1518,15
922,NA,1527,18
926,NA,1538,19
915,NA,1575,20
917,NA,1579,21
923,NA,1588,23
921,NA,1585,24
924,NA,1581,26
923,NA,1587,27
924,NA,1587,28
928,NA,1579,29
975,NA,1529,30
975,NA,1525,30
977,NA,1521,30
987,NA,1527,30
989,NA,1523,30
998,NA,1585,31
1032,NA,1642,32
1024,NA,1642,33
1022,NA,1641,36
1023,NA,1647,39
1022,NA,1642,39
1286,NA,1709,41
1288,NA,1699,42
1281,NA,1698,43
1277,NA,1690,45
1279,NA,1685,46
1287,NA,1689,47
1279,NA,1706,48
1228,NA,1659,50
1228,NA,1660,50
1223,NA,1669,51
1221,NA,1683,52
1077,NA,1795,NA
1077,NA,1782,NA
1077,NA,1791,NA
1074,NA,1800,NA
1073,NA,1800,1
1070,NA,1808,2
1223,NA,1877,4
1218,NA,1861,6
1219,NA,1849,8
1250,NA,1893,10
1246,NA,1882,10
1313,NA,1881,10
1312,NA,1869,11
1316,NA,1881,11
1317,NA,1882,10
1320,NA,1885,10
1317,NA,1894,12
1416,5,2008,16
1416,5,2009,16
1412,5,2006,19
1415,5,2007,21
1408,5,2009,21
1443,NA,2126,25
1449,NA,2122,28
1448,NA,2119,30
1448,NA,2116,32
1454,NA,2115,33
1456,NA,2110,34
1363,NA,1897,35
1369,NA,1892,35
1366,NA,1886,36
1365,NA,1887,36
1365,NA,1890,37
1461,NA,1876,37
1464,NA,1882,38
1465,NA,1982,40
1463,NA,1987,41
1458,NA,1980,43
1456,NA,1985,43
1411,NA,2010,43
1409,NA,2011,43
1409,NA,2020,43
1411,NA,2016,44
1407,NA,2014,44
1586,NA,2015,48
1585,NA,2002,48
1589,NA,1992,48
1592,NA,1993,49
1641,NA,1989,45
1640,NA,1998,45
1651,NA,2034,46
1654,NA,2045,46
1645,NA,2044,46
1656,NA,2059,47
1649,NA,2056,47
1567,NA,2157,47
1571,NA,2151,48
1568,NA,2152,48
1568,NA,2149,48
1572,NA,2168,48
1565,NA,2173,48
1853,NA,2033,49
1847,NA,2035,49
1847,NA,2013,50
1848,NA,2017,50
1846,NA,2015,48
1958,NA,1990,NA
1958,NA,1999,NA
1957,NA,2003,NA
1958,NA,2013,NA
1962,NA,2019,NA
1955,NA,2015,NA
2014,NA,2025,NA
2015,NA,2025,NA
2012,NA,1999,NA
2002,NA,2008,NA
2000,NA,2008,NA
1994,NA,2165,NA
1997,NA,2174,NA
1990,NA,2164,NA
1989,NA,2178,NA
1973,NA,2167,NA
1974,NA,2169,NA
2004,NA,2160,NA
2005,NA,2153,NA
2014,NA,2156,NA
2014,NA,2161,NA
1995,NA,2093,NA
1948,NA,1940,NA
1951,NA,1952,NA
1943,NA,1954,NA
1943,NA,1952,1
1937,NA,1943,2
1930,NA,1942,3
2048,NA,1983,3
2053,NA,2004,4
2053,NA,2005,4
2055,NA,2006,4
2054,NA,2026,4
2079,NA,2016,4
2079,NA,2027,5
2081,NA,2027,6
2083,NA,2035,6
2085,NA,2019,6
2083,NA,2031,6
1933,NA,1980,6
1936,NA,1981,7
1938,NA,1994,7
1942,NA,2003,8
1943,NA,1987,8
2029,NA,2008,8
2030,NA,2019,8
2031,NA,2021,9
2115,NA,2017,9
2115,NA,2005,10
2114,NA,2002,10
2074,NA,1955,10
2074,NA,1960,10
2070,NA,1968,11
2069,NA,1956,11
2068,NA,1963,12
1966,NA,2055,12
1967,NA,2039,13
1966,NA,2036,13
1977,NA,2038,14
1974,NA,2032,14
1986,NA,2086,15
1926,NA,1997,14
1930,NA,1987,14
1933,NA,1980,15
1934,NA,1982,16
1936,NA,2000,17
1935,NA,2024,17
1925,NA,2017,NA
1922,NA,2010,NA
1922,NA,1997,NA
1919,NA,1998,NA
1911,NA,2009,NA
1883,NA,2055,NA
1866,NA,2040,NA
1865,NA,2049,NA
1867,NA,2054,NA
1865,NA,2046,NA
1867,NA,2021,NA
1856,NA,2021,NA
1862,NA,2017,NA
1868,NA,2017,NA
1868,NA,2016,NA
1874,NA,2014,NA
1923,NA,2122,NA
1930,NA,2111,NA
1928,NA,2105,NA
1975,NA,2081,NA
1975,NA,2075,NA
1970,NA,2083,NA
1917,NA,2125,NA
1918,NA,2132,NA
1917,NA,2128,NA
1920,NA,2113,NA
1917,NA,2116,NA
1851,NA,2106,NA
1855,NA,2113,NA
1857,NA,2100,NA
1863,NA,2108,NA
1868,NA,2107,NA
1845,NA,2152,NA
1931,NA,2162,NA
1935,NA,2149,NA
1935,NA,2151,NA
1936,NA,2150,NA
1934,NA,2154,NA
1931,NA,2162,NA
1934,NA,2169,NA
1930,NA,2162,NA
1932,NA,2165,NA
1931,NA,2151,NA
1932,NA,2152,NA
1664,NA,2563,NA
1666,NA,2565,NA
1665,NA,2570,NA
1671,NA,2564,NA
1672,NA,2569,NA
1639,NA,2592,NA
1639,NA,2587,NA
1635,NA,2595,NA
1635,NA,2596,NA
1636,NA,2595,NA
1633,NA,2588,NA
1646,NA,2536,NA
1635,NA,2534,NA
1981,NA,2371,NA
1981,NA,2376,NA
1984,NA,2384,NA
1974,NA,2440,NA
1976,NA,2438,NA
1981,NA,2447,NA
1981,NA,2441,NA
1982,NA,2442,NA
2010,NA,2486,NA
2064,NA,2560,NA
2061,NA,2566,NA
2062,NA,2569,NA
2063,NA,2573,NA
2114,NA,2631,NA
2139,NA,2614,NA
2137,NA,2609,NA
2143,NA,2607,NA
2140,NA,2630,NA
2140,NA,2631,NA
2142,NA,2638,NA
2191,NA,2703,NA
2196,NA,2718,NA
2195,NA,2715,NA
2196,NA,2723,NA
2194,NA,2730,NA
2195,NA,2704,NA
2222,NA,2756,NA
2224,NA,2758,NA
2227,NA,2754,NA
2224,NA,2768,NA
2219,NA,2770,NA
2265,NA,2746,NA
2261,NA,2757,NA
2265,NA,2740,NA
2260,NA,2738,NA
2261,NA,2746,NA
2250,NA,2771,NA
2252,NA,2773,NA
2249,NA,2771,NA
2269,NA,2677,NA
2270,NA,2668,NA
2271,NA,2673,NA
2206,NA,2794,NA
2209,NA,2794,NA
2210,NA,2783,NA
2214,NA,2774,NA
2216,NA,2770,NA
2470,NA,2812,NA
2469,NA,2813,NA
2470,NA,2807,NA
2465,NA,2817,NA
2465,NA,2814,NA
2402,NA,2896,NA
2194,NA,2896,NA
2195,NA,2907,NA
2192,NA,2904,NA
2193,NA,2896,NA
2196,NA,2898,NA
2376,NA,2930,NA
2376,NA,2925,NA
2375,NA,2924,NA
2376,NA,2917,NA
2379,NA,2916,NA
2375,NA,2908,NA
2443,NA,2893,NA
2433,NA,2838,NA
2451,NA,2839,NA
2460,NA,2845,NA
2460,NA,2853,NA
2445,NA,2750,NA
2444,NA,2753,NA
2443,NA,2759,NA
2443,NA,2756,NA
2437,NA,2751,NA
2441,NA,2747,NA
2478,NA,2749,NA
2479,NA,2760,NA
2484,NA,2761,NA
2459,NA,2889,NA
2455,NA,2901,NA
2420,NA,2894,NA
2416,NA,2901,NA
2415,NA,2900,NA
2414,NA,2915,NA
2415,NA,2908,NA
2412,NA,2923,NA
2327,NA,2896,NA
2325,NA,2897,NA
2329,NA,2905,NA
2333,NA,2892,NA
2334,NA,2904,NA
2347,NA,2829,NA
2349,NA,2819,NA
2346,NA,2816,NA
2349,NA,2811,NA
2345,NA,2811,NA
2349,NA,2803,NA
2345,NA,2847,NA
2346,NA,2853,NA
2347,NA,2854,NA
2339,NA,2855,NA
2342,NA,2858,NA
2374,NA,2957,NA
2373,NA,2956,NA
2308,NA,2944,NA
2309,NA,2940,NA
2304,NA,2953,NA
2308,NA,2943,NA
2447,NA,2961,NA
2449,NA,2951,NA
2445,NA,2957,NA
2452,NA,2960,NA
2451,NA,2959,NA
2431,NA,2978,NA
2431,NA,2976,NA
2425,NA,2998,NA
2426,NA,3006,NA
2394,NA,2907,NA
2395,NA,2914,NA
2380,NA,2945,NA
2380,NA,2953,NA
2381,NA,2951,NA
2383,NA,2961,NA
2385,NA,2959,NA
2454,NA,3078,NA
2414,NA,3139,NA
2413,NA,3140,NA
2406,NA,3135,NA
2404,NA,3145,NA
2402,NA,3141,NA
2561,NA,3155,NA
2563,NA,3165,NA
2562,NA,3167,NA
2562,NA,3186,NA
2563,NA,3194,NA
2589,NA,3155,NA
2587,NA,3153,NA
2588,NA,3154,NA
2585,NA,3147,NA
2585,NA,3158,NA
2582,NA,3156,NA
2410,NA,3195,NA
2415,NA,3256,NA
2411,NA,3262,NA
2414,NA,3260,NA
2418,NA,3272,NA
2476,NA,3207,NA
2475,NA,3212,NA
2479,NA,3218,NA
2476,NA,3233,NA
2478,NA,3228,NA
2467,NA,3227,NA
2473,NA,3436,NA
2474,NA,3441,NA
2468,NA,3431,NA
2481,NA,3276,NA
2484,NA,3284,NA
2438,NA,3211,NA
2444,NA,3232,NA
2440,NA,3223,NA
2440,NA,3226,NA
2440,NA,3223,NA
2440,NA,3236,NA
2514,NA,3268,NA
2515,NA,3255,NA
2515,NA,3253,NA
2525,NA,3245,NA
2526,NA,3238,NA
2531,NA,3457,NA
2529,NA,3465,NA
2532,NA,3448,NA
2533,NA,3459,NA
2531,NA,3450,NA
2533,NA,3438,NA
2413,NA,3561,NA
2418,NA,3575,NA
2419,NA,3576,NA
2420,NA,3572,NA
2424,NA,3572,NA
2387,NA,3478,NA
2389,NA,3504,NA
2343,NA,3526,NA
2345,NA,3531,NA
2344,NA,3532,NA
2357,NA,3495,NA
2286,NA,3571,NA
2286,NA,3577,NA
2285,NA,3576,NA
2291,NA,3593,NA
2288,NA,3596,NA
2286,NA,3588,NA
2442,NA,3478,NA
2446,NA,3482,NA
2448,NA,3480,NA
2443,NA,3576,NA
2443,NA,3568,NA
2458,NA,3562,NA
2454,NA,3555,NA
2453,NA,3560,NA
2455,NA,3545,NA
2453,NA,3542,NA
2451,NA,3526,NA
2395,NA,3506,NA
2398,NA,3515,NA
2401,NA,3508,NA
2401,NA,3517,NA
2407,NA,3517,NA
2466,NA,3826,NA
2467,NA,3814,NA
2464,NA,3815,NA
2467,NA,3813,NA
2469,NA,3794,NA
2470,NA,3798,NA
2501,NA,3797,NA
2505,NA,3793,NA
2503,NA,3799,NA
2504,NA,3804,NA
2507,NA,3804,NA
2445,NA,3844,NA
2445,NA,3848,NA
2452,NA,3511,NA
2450,NA,3515,NA
2450,NA,3552,NA
2447,NA,3555,NA
2471,NA,3543,NA
2469,NA,3550,NA
2472,NA,3547,NA
2474,NA,3542,NA
2472,NA,3561,NA
2480,NA,3615,NA
2479,NA,3610,NA
2481,NA,3643,NA
2484,NA,3648,NA
2469,NA,3598,NA
2467,NA,3597,NA
2525,NA,3634,NA
2527,NA,3621,NA
2520,NA,3628,NA
2516,NA,3623,NA
2511,NA,3640,NA
2488,NA,3754,NA
2478,NA,3754,NA
2402,NA,3819,NA
2405,NA,3810,NA
2414,NA,3807,NA
2425,NA,3827,NA
2462,NA,3816,NA
2464,NA,3811,NA
2464,NA,3798,NA
2464,NA,3788,NA
2468,NA,3782,NA
2411,NA,3870,NA
2415,NA,3862,NA
2414,NA,3863,NA
2417,NA,3854,NA
2420,NA,3854,NA
2421,NA,3849,NA
2516,NA,3726,NA
2367,NA,3779,NA
2367,NA,3784,NA
2362,NA,3787,NA
2361,NA,3772,NA
2427,NA,3661,NA
2428,NA,3650,NA
2431,NA,3640,NA
2430,NA,3652,NA
2428,NA,3633,NA
2427,NA,3634,NA
2434,NA,3749,NA
2432,NA,3751,NA
2436,NA,3737,NA
2423,NA,3806,NA
2425,NA,3804,NA
2455,NA,3762,14
2459,NA,3773,13
2461,NA,3763,13
2459,NA,3746,12
2459,NA,3747,12
2458,NA,3747,11
2475,NA,3899,12
2476,NA,3893,10
2470,NA,3897,10
2472,NA,3895,10
2468,NA,3889,7
2452,NA,3815,7
2454,NA,3808,7
2453,NA,3814,7
2450,NA,3819,7
2446,NA,3819,6
2444,NA,3818,7
2628,NA,3918,7
2626,NA,3905,6
2619,NA,3907,6
2619,NA,3911,7
2622,NA,3907,7
2590,NA,4084,9
2595,NA,4083,10
2569,NA,4045,9
2570,NA,4041,10
2576,NA,4050,10
2573,NA,4042,9
2498,NA,3978,9
2496,NA,3981,9
2496,NA,3996,9
2497,NA,3989,9
2495,NA,3991,9
2598,NA,4088,9
2602,NA,4081,9
2597,NA,4087,8
2597,NA,4091,9
2548,NA,4062,9
2546,NA,4057,9
2449,NA,3937,9
2452,NA,3938,10
2455,NA,3938,12
2459,NA,3939,13
2457,NA,3932,15
2417,NA,3959,16
2417,NA,3963,17
2414,NA,3962,18
2414,NA,3974,19
2413,NA,3996,21
2415,NA,3994,22
2438,NA,3972,22
2438,NA,3963,23
2437,NA,3968,26
2439,NA,3960,27
2433,NA,3960,28
2489,NA,4017,29
2494,NA,4018,29
2496,NA,4018,35
2496,NA,4015,35
2495,NA,4015,37
2497,NA,4010,32
2463,NA,4072,33
2461,NA,4070,29
2365,NA,4090,35
2363,NA,4081,27
2362,NA,4095,18
2480,NA,4048,NA
2479,NA,4052,NA
2481,NA,4047,NA
2478,NA,4056,NA
2475,NA,4055,NA
2475,NA,4052,NA
2559,NA,4134,NA
2564,NA,4144,NA
2567,NA,4137,NA
2653,NA,4102,NA
2656,NA,4108,NA
2724,NA,4088,NA
2721,NA,4078,NA
2720,NA,4082,NA
2718,NA,4076,NA
2718,NA,4069,NA
2717,NA,4081,NA
2625,NA,4141,NA
2624,NA,4139,NA
2620,NA,4138,NA
2588,NA,4191,NA
2585,NA,4198,NA
2619,NA,4182,NA
2618,NA,4180,NA
2617,NA,4174,NA
2620,NA,4174,NA
2617,NA,4178,NA
2616,NA,4178,NA
2575,NA,4171,NA
2571,NA,4179,NA
2572,NA,4174,NA
2571,NA,4176,NA
2577,NA,4171,NA
2726,NA,4162,NA
2728,NA,4160,NA
2716,NA,4136,NA
2717,NA,4139,NA
2714,NA,4135,NA
2716,NA,4137,NA
2648,NA,4171,NA
2649,NA,4167,NA
2654,NA,4159,NA
2657,NA,4162,NA
2661,NA,4162,NA
2678,NA,4066,NA
2679,NA,4064,NA
2679,NA,4067,NA
2678,NA,4066,NA
2698,NA,4121,NA
2697,NA,4130,NA
2804,NA,4150,NA
2806,NA,4144,NA
2809,NA,4143,NA
2810,NA,4144,NA
2813,NA,4145,NA
2636,NA,4184,NA
2633,NA,4178,NA
2634,NA,4186,NA
2634,NA,4197,NA
2639,NA,4196,NA
2638,NA,4205,NA
2696,NA,4203,NA
2695,NA,4214,NA
2696,NA,4217,NA
2695,NA,4213,NA
2696,NA,4213,NA
2794,NA,4269,15
2793,NA,4267,16
2797,NA,4266,15
2794,NA,4264,15
2793,NA,4265,15
2793,NA,4264,15
2763,NA,4186,15
2763,NA,4176,15
2635,NA,4164,15
2634,NA,4160,15
2634,NA,4172,16
2734,NA,4252,18
2731,NA,4249,18
2760,NA,4233,18
2762,NA,4236,19
2761,NA,4240,20
2760,NA,4236,20
2926,NA,4142,21
2926,NA,4154,21
2926,NA,4168,21
2921,NA,4144,21
2920,NA,4143,21
3155,NA,4083,21
3153,NA,4082,21
3154,NA,4086,20
3156,NA,4072,20
3158,NA,4070,22
3168,NA,4069,22
3109,NA,4084,26
3108,NA,4083,28
3106,NA,4091,29
3104,NA,4082,33
3098,NA,4093,28
3066,NA,4104,21
3028,NA,4050,32
3028,NA,4033,34
3030,NA,4032,29
3031,NA,4034,29
3033,NA,4031,22
3028,NA,4086,17
3028,NA,4084,20
3026,NA,4085,15
3026,NA,4089,16
3026,NA,4091,14
3024,NA,4085,10
2960,NA,4027,15
2962,NA,4018,33
2966,NA,4018,29
2965,NA,4025,25
2970,NA,4022,23
3007,NA,4003,15
3014,NA,4004,17
3010,NA,4003,21
3011,NA,4015,22
3011,NA,4018,30
3017,NA,4018,29
3003,NA,4014,25
3010,NA,4020,25
3010,NA,4024,25
2966,NA,4069,6
2968,NA,4064,8
3176,NA,4083,10
3178,NA,4088,15
3177,NA,4086,15
3175,NA,4088,15
3180,NA,4088,15
3179,NA,4091,15
3075,NA,4095,17
3073,NA,4094,17
3075,NA,4089,23
3082,NA,4088,28
3086,NA,4036,24
3378,NA,4026,19
3372,NA,4024,19
3370,NA,4022,24
3371,NA,4023,24
3370,NA,4022,24
3371,NA,4029,25
3313,NA,4138,34
3311,NA,4140,34
3309,NA,4142,33
3315,NA,4137,33
3310,NA,4137,34
3296,NA,4146,27
3300,NA,4149,26
3356,NA,4153,12
3357,NA,4153,13
3356,NA,4147,13
3358,NA,4147,13
3768,NA,4176,6
3773,NA,4177,7
3774,NA,4168,7
3778,NA,4162,7
3778,NA,4162,6
3816,NA,4248,22
3813,NA,4241,22
3813,NA,4241,25
3733,NA,4219,22
3733,NA,4232,22
3734,NA,4226,22
3839,NA,4294,21
3835,NA,4290,24
3833,NA,4290,29
3833,NA,4285,36
3832,NA,4246,36
3859,NA,4190,44
3856,NA,4190,44
3857,NA,4191,44
3852,NA,4174,44
3853,NA,4171,44
4020,NA,4104,41
4110,NA,4145,46
4117,NA,4153,46
4117,NA,4151,47
4118,NA,4149,47
4116,NA,4148,46
4103,NA,4160,47
4105,NA,4155,48
4107,NA,4152,47
4102,NA,4151,47
4105,NA,4145,46
4105,NA,4144,47
4160,NA,4094,51
4087,NA,4123,36
4086,NA,4119,36
4085,NA,4130,36
4082,NA,4125,38
4174,NA,4102,51
4172,NA,4097,52
4173,NA,4102,51
4150,NA,4213,50
4151,NA,4209,49
4154,NA,4208,49
4097,NA,4254,10
4096,NA,4258,10
4099,NA,4257,10
4175,NA,4213,5
4188,NA,4218,5
4201,NA,4284,NA
4203,NA,4288,NA
4204,NA,4291,NA
4212,NA,4288,NA
4212,NA,4280,NA
4208,NA,4280,NA
4346,NA,4241,NA
4346,NA,4238,NA
4347,NA,4237,NA
4344,NA,4233,NA
4368,NA,4212,NA
4300,NA,4163,5
4299,NA,4157,5
4306,NA,4146,5
4303,NA,4143,5
4305,NA,4146,8
4305,NA,4145,5
4286,NA,4310,7
4288,NA,4308,7
4289,NA,4310,8
4285,NA,4305,8
4285,NA,4283,8
4445,NA,4434,NA
4388,NA,4453,1
4387,NA,4448,NA
4389,NA,4429,NA
4390,NA,4431,NA
4393,NA,4433,NA
4365,NA,4521,5
4366,NA,4521,5
4361,NA,4521,5
4361,NA,4520,6
4361,NA,4527,5
4471,NA,4372,NA
4469,NA,4368,NA
4473,NA,4365,NA
4405,NA,4343,NA
4407,NA,4342,NA
4410,NA,4342,NA
4455,NA,4456,NA
4454,NA,4456,NA
4455,NA,4461,NA
4456,NA,4457,NA
4458,NA,4456,NA
4442,NA,4395,NA
4441,NA,4398,NA
4451,NA,4403,NA
4449,NA,4404,NA
4450,NA,4411,NA
4318,NA,4376,NA
4519,NA,4366,NA
4517,NA,4362,NA
4515,NA,4355,NA
4513,NA,4348,NA
4511,NA,4346,NA
4611,NA,4425,NA
4611,NA,4417,NA
4604,NA,4416,NA
4601,NA,4417,NA
4604,NA,4418,NA
4605,NA,4420,NA
4615,NA,4540,NA
4748,NA,4563,NA
4746,NA,4567,NA
4746,NA,4570,NA
4746,NA,4570,NA
4640,NA,4537,NA
4637,NA,4532,NA
4633,NA,4525,NA
4635,NA,4523,NA
4634,NA,4528,NA
4635,NA,4525,NA
4597,NA,4494,NA
4599,NA,4498,NA
4702,NA,4535,NA
4702,NA,4532,NA
