"rgn_id","pressure","value","rgn_type","type_w_ant","rgn_ant_id","rgn_name"
53,"art_fish",-0.000362171696305686,"eez","eez",53,"Pakistan"
54,"art_fish",-4.9429040862201e-05,"eez","eez",54,"United Arab Emirates"
55,"art_fish",-0.00064831388486572,"eez","eez",55,"Azores"
56,"art_fish",0.000964372876889464,"eez","eez",56,"Cape Verde"
57,"art_fish",-0.000607279242853083,"eez","eez",57,"Madeira"
58,"art_fish",-0.000354096059582738,"eez","eez",58,"Canary Islands"
59,"art_fish",-0.000623046510966776,"eez","eez",59,"Belgium"
60,"art_fish",-0.000689552045948462,"eez","eez",60,"Gibraltar"
61,"art_fish",0.000780927404554814,"eez","eez",61,"Tunisia"
62,"art_fish",-0.000256774922515922,"eez","eez",62,"Morocco"
63,"art_fish",-0.000708759349938304,"eez","eez",63,"Western Sahara"
64,"art_fish",-0.000645652372332347,"eez","eez",64,"Mauritania"
65,"art_fish",-0.00106399945076463,"eez","eez",65,"Gambia"
66,"art_fish",0.000149567095152949,"eez","eez",66,"Senegal"
67,"art_fish",-0.0020218477464036,"eez","eez",67,"Libya"
68,"art_fish",-0.000169685971094032,"eez","eez",68,"Malta"
69,"art_fish",-0.000348902456488171,"eez","eez",69,"Latvia"
70,"art_fish",-0.000194055636796288,"eez","eez",70,"Estonia"
71,"art_fish",-0.000521697177079048,"eez","eez",71,"Bulgaria"
72,"art_fish",-0.000960470264177812,"eez","eez",72,"Romania"
73,"art_fish",-0.000373867095589791,"eez","eez",73,"Russia"
74,"art_fish",-0.0012679944787192,"eez","eez",74,"Georgia"
75,"art_fish",-0.00105650516466844,"eez","eez",75,"Ukraine"
76,"art_fish",-0.00085846330359234,"eez","eez",76,"Turkey"
77,"art_fish",-0.000813058287475505,"eez","eez",77,"Syria"
78,"art_fish",-0.0017966986228448,"eez","eez",78,"Lebanon"
79,"art_fish",-0.00108452962312743,"eez","eez",79,"Israel"
80,"art_fish",-0.00066592057435379,"eez","eez",80,"Greece"
81,"art_fish",-0.000132483195662059,"eez","eez",81,"Cyprus"
82,"art_fish",-0.00385302061156463,"eez","eez",82,"Albania"
84,"art_fish",-0.00159767713374923,"eez","eez",84,"Algeria"
85,"art_fish",0.00108186914511509,"eez","eez",85,"Ascension"
86,"art_fish",1.65366038888717e-05,"eez","eez",86,"Saint Helena"
88,"art_fish",0.000845633579625276,"eez","eez",88,"Tristan da Cunha"
89,"art_fish",0,"eez","eez",89,"South Georgia and the South Sandwich Islands"
90,"art_fish",0,"eez","eez",90,"Prince Edward Islands"
91,"art_fish",0,"eez","eez",91,"Crozet Islands"
92,"art_fish",-0.000510954475791575,"eez","eez",92,"Amsterdam Island and Saint Paul Island"
93,"art_fish",0,"eez","eez",93,"Kerguelen Islands"
94,"art_fish",0,"eez","eez",94,"Heard and McDonald Islands"
95,"art_fish",-0.000102394225292272,"eez","eez",95,"Falkland Islands"
96,"art_fish",-0.00125564226723226,"eez","eez",96,"Sierra Leone"
97,"art_fish",-0.000600179078273709,"eez","eez",97,"Liberia"
98,"art_fish",-0.00835528547540205,"eez","eez",98,"Togo"
99,"art_fish",-0.00736168168548789,"eez","eez",99,"Benin"
100,"art_fish",-0.0056639392689484,"eez","eez",100,"Republique du Congo"
101,"art_fish",-0.00179647224435022,"eez","eez",101,"Namibia"
102,"art_fish",-0.0018792132002107,"eez","eez",102,"South Africa"
103,"art_fish",-0.00189295697095858,"eez","eez",103,"Sao Tome and Principe"
104,"art_fish",-0.000770024339215003,"eez","eez",104,"Equatorial Guinea"
105,"art_fish",0,"eez","eez",105,"Bouvet Island"
106,"art_fish",-0.000528763125844241,"eez","eez",106,"Ghana"
107,"art_fish",0.00460562383356903,"eez","eez",107,"Clipperton Island"
108,"art_fish",0.0166935496959257,"eez","eez",108,"Bermuda"
110,"art_fish",-0.00137344823561629,"eez","eez",110,"Bahamas"
111,"art_fish",-0.000390133425984892,"eez","eez",111,"Turks and Caicos Islands"
112,"art_fish",-0.00044307300715098,"eez","eez",112,"Cuba"
113,"art_fish",0.00218935748887097,"eez","eez",113,"Cayman Islands"
114,"art_fish",-0.00478672839763517,"eez","eez",114,"Haiti"
115,"art_fish",-0.00289585094906695,"eez","eez",115,"Dominican Republic"
116,"art_fish",-0.000368271176928638,"eez","eez",116,"Puerto Rico and Virgin Islands of the United States"
117,"art_fish",0.000180119570775719,"eez","eez",117,"British Virgin Islands"
118,"art_fish",5.36429179707404e-05,"eez","eez",118,"Anguilla"
119,"art_fish",-0.00430951453246975,"eez","eez",119,"Saint Kitts and Nevis"
120,"art_fish",-0.00147896776790462,"eez","eez",120,"Antigua and Barbuda"
121,"art_fish",-1.59108488180615e-05,"eez","eez",121,"Montserrat"
122,"art_fish",0.000531178243888619,"eez","eez",122,"Saint Lucia"
123,"art_fish",-0.000144764453307844,"eez","eez",123,"Dominica"
124,"art_fish",-0.000509061610329307,"eez","eez",124,"Barbados"
125,"art_fish",-0.00278834280247701,"eez","eez",125,"Grenada"
126,"art_fish",-0.000534680949673492,"eez","eez",126,"Trinidad and Tobago"
127,"art_fish",-0.00123911693937031,"eez","eez",127,"Saint Vincent and the Grenadines"
129,"art_fish",-0.00513896239069547,"eez","eez",129,"Panama"
130,"art_fish",-0.00221452644473175,"eez","eez",130,"Costa Rica"
131,"art_fish",-0.00973170631691108,"eez","eez",131,"Nicaragua"
132,"art_fish",-0.00340226795846872,"eez","eez",132,"Colombia"
133,"art_fish",-0.0017030042086774,"eez","eez",133,"Honduras"
134,"art_fish",-0.00195326209654366,"eez","eez",134,"El Salvador"
135,"art_fish",-0.000705224024224342,"eez","eez",135,"Mexico"
136,"art_fish",-0.00281327458898296,"eez","eez",136,"Guatemala"
137,"art_fish",-0.00173139650824063,"eez","eez",137,"Ecuador"
138,"art_fish",-0.00180026093885506,"eez","eez",138,"Peru"
139,"art_fish",-0.00162445197598097,"eez","eez",139,"Venezuela"
140,"art_fish",0.000277329274638151,"eez","eez",140,"Guadeloupe and Martinique"
141,"art_fish",-0.00133924424000036,"eez","eez",141,"Faeroe Islands"
143,"art_fish",-0.000508915177976829,"eez","eez",143,"Iceland"
144,"art_fish",0.00206068353629898,"eez","eez",144,"Jan Mayen"
145,"art_fish",-0.000184944768396336,"eez","eez",145,"Greenland"
146,"art_fish",0,"eez","eez",146,"Pitcairn"
147,"art_fish",-0.00285544220190254,"eez","eez",147,"French Polynesia"
148,"art_fish",-0.00238692850125428,"eez","eez",148,"Line Islands (Kiribati)"
149,"art_fish",1.1912807156163e-05,"eez","eez",149,"Jarvis Island"
150,"art_fish",-0.000537277943987323,"eez","eez",150,"Palmyra Atoll"
151,"art_fish",-0.000424320176673128,"eez","eez",151,"American Samoa"
152,"art_fish",-0.00973656305818126,"eez","eez",152,"Samoa"
153,"art_fish",0,"eez","eez",153,"Cook Islands"
154,"art_fish",0,"eez","eez",154,"Niue"
155,"art_fish",-0.00134918193778836,"eez","eez",155,"Tonga"
156,"art_fish",0,"eez","eez",156,"Tokelau"
157,"art_fish",-0.000689339015600608,"eez","eez",157,"Phoenix Islands (Kiribati)"
158,"art_fish",0.00173697237310578,"eez","eez",158,"Howland Island and Baker Island"
159,"art_fish",0.000184071439188132,"eez","eez",159,"Johnston Atoll"
161,"art_fish",-0.0117202027383684,"eez","eez",161,"Wallis and Futuna"
162,"art_fish",-0.000196043504797835,"eez","eez",162,"New Zealand"
163,"art_fish",-0.000538882019459214,"eez","eez",163,"United States"
164,"art_fish",-0.0112971181558455,"eez","eez",164,"Belize"
166,"art_fish",0.000368943542693836,"eez","eez",166,"Jamaica"
167,"art_fish",-0.000189187295473904,"eez","eez",167,"Guyana"
168,"art_fish",0.000358073814665081,"eez","eez",168,"Suriname"
169,"art_fish",0.00337611653540556,"eez","eez",169,"French Guiana"
171,"art_fish",-0.000962844191077657,"eez","eez",171,"Brazil"
172,"art_fish",-0.00150658425317932,"eez","eez",172,"Argentina"
173,"art_fish",-0.00125142960949458,"eez","eez",173,"Uruguay"
174,"art_fish",8.38333860299343e-06,"eez","eez",174,"Finland"
175,"art_fish",-0.000249711283022246,"eez","eez",175,"Denmark"
176,"art_fish",-4.0148681882846e-05,"eez","eez",176,"Germany"
177,"art_fish",-0.000121769118489919,"eez","eez",177,"Netherlands"
178,"art_fish",-0.000198058770002572,"eez","eez",178,"Poland"
179,"art_fish",-0.00235755543697509,"eez","eez",179,"France"
180,"art_fish",-0.00072744940392489,"eez","eez",180,"United Kingdom"
181,"art_fish",-0.000841551318334058,"eez","eez",181,"Ireland"
182,"art_fish",-0.000388819534168206,"eez","eez",182,"Spain"
183,"art_fish",-0.00154061704770909,"eez","eez",183,"Portugal"
184,"art_fish",-0.00101369515324074,"eez","eez",184,"Italy"
185,"art_fish",-0.000112235147918744,"eez","eez",185,"Monaco"
186,"art_fish",0.000118005619899861,"eez","eez",186,"Montenegro"
187,"art_fish",-0.000286484396451003,"eez","eez",187,"Croatia"
188,"art_fish",-0.00220803995135015,"eez","eez",188,"Slovenia"
189,"art_fish",0.000645944953687513,"eez","eez",189,"Lithuania"
190,"art_fish",-0.00118507118082454,"eez","eez",190,"Qatar"
191,"art_fish",-0.000353315890363268,"eez","eez",191,"Iran"
192,"art_fish",-0.000393765959162091,"eez","eez",192,"Iraq"
193,"art_fish",0.00278738607815485,"eez","eez",193,"Guinea Bissau"
194,"art_fish",-0.00309361114153648,"eez","eez",194,"Guinea"
195,"art_fish",-0.000916618972351469,"eez","eez",195,"Ivory Coast"
196,"art_fish",-0.00559645522260906,"eez","eez",196,"Nigeria"
197,"art_fish",-0.00061237641738651,"eez","eez",197,"Cameroon"
198,"art_fish",-0.0121398138320205,"eez","eez",198,"Gabon"
199,"art_fish",-0.000410066848026885,"eez","eez",199,"Democratic Republic of the Congo"
200,"art_fish",-0.00263168827774261,"eez","eez",200,"Angola"
202,"art_fish",-0.00700132086718096,"eez","eez",202,"Tanzania"
203,"art_fish",-0.000932881748950908,"eez","eez",203,"India"
204,"art_fish",0.000474542509818654,"eez","eez",204,"Bangladesh"
205,"art_fish",-0.00318595280408259,"eez","eez",205,"Myanmar"
206,"art_fish",-0.00158373522737484,"eez","eez",206,"Malaysia"
207,"art_fish",-2.64662651696731e-05,"eez","eez",207,"Vietnam"
208,"art_fish",-0.000651366430645942,"eez","eez",208,"Singapore"
209,"art_fish",-0.000279989875841884,"eez","eez",209,"China"
210,"art_fish",-0.00200163328838326,"eez","eez",210,"Japan"
212,"art_fish",-0.00367695730135698,"eez","eez",212,"Gilbert Islands (Kiribati)"
214,"art_fish",-0.00225742698531703,"eez","eez",214,"Egypt"
215,"art_fish",-0.00886128117935252,"eez","eez",215,"Jordan"
216,"art_fish",-0.0011488876286913,"eez","eez",216,"Indonesia"
218,"art_fish",-0.000314953987031505,"eez","eez",218,"Canada"
219,"art_fish",-0.00172948660434816,"eez","eez",219,"Saint Pierre and Miquelon"
220,"art_fish",0,"eez","eez",220,"Sint Maarten"
221,"art_fish",0.00149315078544427,"eez","eez",221,"Northern Saint-Martin"
222,"art_fish",-0.000357498153560491,"eez","eez",222,"Sweden"
223,"art_fish",-0.000838128437372152,"eez","eez",223,"Norway"
224,"art_fish",-0.00093763615513376,"eez","eez",224,"Chile"
227,"art_fish",-0.00150179760143266,"eez","eez",227,"Jersey"
228,"art_fish",-6.31936547375217e-06,"eez","eez",228,"Guernsey"
231,"art_fish",0.000591213546963766,"eez","eez",231,"East Timor"
232,"art_fish",-0.000725666103376584,"eez","eez",232,"Bosnia and Herzegovina"
237,"art_fish",0.00215211725387745,"eez","eez",237,"Oecussi Ambeno"
244,"art_fish",-0.00591318280627453,"eez","eez",244,"Curacao"
245,"art_fish",-0.00379236072154814,"eez","eez",245,"Bonaire"
247,"art_fish",-0.0023061519156386,"eez","eez",247,"Brunei"
248,"art_fish",0,"eez","eez",248,"Saba"
249,"art_fish",0,"eez","eez",249,"Sint Eustatius"
250,"art_fish",-0.00455281370826906,"eez","eez",250,"Aruba"
1,"dem_dest",-1.50610534875924e-05,"eez","eez",1,"Cocos Islands"
2,"dem_dest",-0.000331025918576563,"eez","eez",2,"Christmas Island"
3,"dem_dest",-0.000141506724902676,"eez","eez",3,"Norfolk Island"
4,"dem_dest",0,"eez","eez",4,"Macquarie Island"
5,"dem_dest",-6.48166478029585e-05,"eez","eez",5,"New Caledonia"
6,"dem_dest",-0.000795828357908475,"eez","eez",6,"Vanuatu"
7,"dem_dest",-7.54362414622843e-05,"eez","eez",7,"Solomon Islands"
8,"dem_dest",6.02171959801273e-05,"eez","eez",8,"Palau"
9,"dem_dest",-4.83466325576563e-05,"eez","eez",9,"Micronesia"
10,"dem_dest",3.78833846825406e-07,"eez","eez",10,"Nauru"
11,"dem_dest",0.000235778758791305,"eez","eez",11,"Marshall Islands"
12,"dem_dest",0,"eez","eez",12,"Wake Island"
13,"dem_dest",-9.67267512389018e-07,"eez","eez",13,"Northern Mariana Islands and Guam"
14,"dem_dest",-0.000950290700635845,"eez","eez",14,"Taiwan"
15,"dem_dest",-0.000769097812299259,"eez","eez",15,"Philippines"
16,"dem_dest",-7.97447201765449e-05,"eez","eez",16,"Australia"
17,"dem_dest",-0.00110223900683792,"eez","eez",17,"Papua New Guinea"
18,"dem_dest",-0.000112444806879696,"eez","eez",18,"Fiji"
19,"dem_dest",-0.000208063928768539,"eez","eez",19,"Tuvalu"
20,"dem_dest",-0.0386779945194357,"eez","eez",20,"South Korea"
21,"dem_dest",-0.00896392808603158,"eez","eez",21,"North Korea"
24,"dem_dest",0.000789519136675491,"eez","eez",24,"Cambodia"
25,"dem_dest",-0.0071230018245221,"eez","eez",25,"Thailand"
26,"dem_dest",0.00276145877225277,"eez","eez",26,"Andaman and Nicobar"
28,"dem_dest",-1.18307629464329e-05,"eez","eez",28,"Comoro Islands"
29,"dem_dest",-1.25382517140466e-05,"eez","eez",29,"Mayotte"
30,"dem_dest",-0.000100576260913592,"eez","eez",30,"Glorioso Islands"
31,"dem_dest",0.000197583043561284,"eez","eez",31,"Seychelles"
32,"dem_dest",-9.02483413309293e-06,"eez","eez",32,"Reunion"
33,"dem_dest",-1.6221169541257e-05,"eez","eez",33,"Juan de Nova Island"
34,"dem_dest",-0.000111473102449526,"eez","eez",34,"Bassas da India"
35,"dem_dest",-7.22404144008041e-05,"eez","eez",35,"Ile Europa"
36,"dem_dest",-0.000298078917774175,"eez","eez",36,"Ile Tromelin"
37,"dem_dest",-1.70646935118293e-05,"eez","eez",37,"Mauritius"
38,"dem_dest",-3.29319686201821e-05,"eez","eez",38,"British Indian Ocean Territory"
39,"dem_dest",-0.000406416501692511,"eez","eez",39,"Maldives"
40,"dem_dest",-0.000142940106517753,"eez","eez",40,"Sri Lanka"
41,"dem_dest",0.00127547650092794,"eez","eez",41,"Mozambique"
42,"dem_dest",-0.000476350375618363,"eez","eez",42,"Madagascar"
43,"dem_dest",5.28145127571242e-05,"eez","eez",43,"Kenya"
44,"dem_dest",-3.77965016608435e-05,"eez","eez",44,"Somalia"
45,"dem_dest",-0.000154852029036612,"eez","eez",45,"Eritrea"
46,"dem_dest",0.000100704800073466,"eez","eez",46,"Djibouti"
47,"dem_dest",0.000552415107937411,"eez","eez",47,"Yemen"
48,"dem_dest",0.000459976100069803,"eez","eez",48,"Oman"
49,"dem_dest",-0.00123726290530841,"eez","eez",49,"Sudan"
50,"dem_dest",0.000444364715853988,"eez","eez",50,"Saudi Arabia"
51,"dem_dest",-0.00157615995585161,"eez","eez",51,"Kuwait"
52,"dem_dest",-0.00106226257948515,"eez","eez",52,"Bahrain"
53,"dem_dest",-0.00177654638593291,"eez","eez",53,"Pakistan"
54,"dem_dest",-0.00043308815835857,"eez","eez",54,"United Arab Emirates"
55,"dem_dest",3.06886626721497e-05,"eez","eez",55,"Azores"
56,"dem_dest",5.28341597853566e-06,"eez","eez",56,"Cape Verde"
57,"dem_dest",-0.000159110258706169,"eez","eez",57,"Madeira"
58,"dem_dest",-0.000509710265438096,"eez","eez",58,"Canary Islands"
59,"dem_dest",-0.00118257271500563,"eez","eez",59,"Belgium"
60,"dem_dest",-0.000400729308389725,"eez","eez",60,"Gibraltar"
61,"dem_dest",-0.0135595793045216,"eez","eez",61,"Tunisia"
62,"dem_dest",-0.000392126245789295,"eez","eez",62,"Morocco"
63,"dem_dest",-0.000354584527585944,"eez","eez",63,"Western Sahara"
64,"dem_dest",-0.00130143926259871,"eez","eez",64,"Mauritania"
65,"dem_dest",0.00365487403097914,"eez","eez",65,"Gambia"
66,"dem_dest",-0.000495247741354229,"eez","eez",66,"Senegal"
67,"dem_dest",0.00065398335805481,"eez","eez",67,"Libya"
68,"dem_dest",0.000326213014869056,"eez","eez",68,"Malta"
69,"dem_dest",-0.0001899582995477,"eez","eez",69,"Latvia"
70,"dem_dest",-5.15359153416075e-05,"eez","eez",70,"Estonia"
71,"dem_dest",-0.000201878027737811,"eez","eez",71,"Bulgaria"
72,"dem_dest",5.57149626295616e-05,"eez","eez",72,"Romania"
73,"dem_dest",0.000612393759807414,"eez","eez",73,"Russia"
74,"dem_dest",-4.73576858383472e-06,"eez","eez",74,"Georgia"
75,"dem_dest",-6.06281067506264e-05,"eez","eez",75,"Ukraine"
76,"dem_dest",-0.00626966804296726,"eez","eez",76,"Turkey"
77,"dem_dest",-4.3423521846736e-05,"eez","eez",77,"Syria"
78,"dem_dest",0.000449433756345288,"eez","eez",78,"Lebanon"
79,"dem_dest",0.000634798656860786,"eez","eez",79,"Israel"
80,"dem_dest",-0.000555173857941963,"eez","eez",80,"Greece"
81,"dem_dest",0.00040202653436037,"eez","eez",81,"Cyprus"
82,"dem_dest",0.000142102979496947,"eez","eez",82,"Albania"
84,"dem_dest",-0.000555793034252435,"eez","eez",84,"Algeria"
85,"dem_dest",-0.000543805533246266,"eez","eez",85,"Ascension"
86,"dem_dest",3.82908546281568e-08,"eez","eez",86,"Saint Helena"
88,"dem_dest",-8.14163713903813e-05,"eez","eez",88,"Tristan da Cunha"
89,"dem_dest",4.26516413246813e-05,"eez","eez",89,"South Georgia and the South Sandwich Islands"
90,"dem_dest",2.26886418060323e-06,"eez","eez",90,"Prince Edward Islands"
91,"dem_dest",-2.29754336110758e-05,"eez","eez",91,"Crozet Islands"
92,"dem_dest",-0.000136237420319978,"eez","eez",92,"Amsterdam Island and Saint Paul Island"
93,"dem_dest",-0.00202989227474642,"eez","eez",93,"Kerguelen Islands"
94,"dem_dest",-0.000174649836196858,"eez","eez",94,"Heard and McDonald Islands"
95,"dem_dest",-0.000195404423557999,"eez","eez",95,"Falkland Islands"
96,"dem_dest",0.00468112600176188,"eez","eez",96,"Sierra Leone"
97,"dem_dest",1.96267696462407e-05,"eez","eez",97,"Liberia"
98,"dem_dest",0.00103454351743397,"eez","eez",98,"Togo"
99,"dem_dest",-0.000678183699712074,"eez","eez",99,"Benin"
100,"dem_dest",0.000852090317272383,"eez","eez",100,"Republique du Congo"
101,"dem_dest",-0.000368092626844699,"eez","eez",101,"Namibia"
102,"dem_dest",-0.000292473241263943,"eez","eez",102,"South Africa"
103,"dem_dest",-1.03040210622516e-05,"eez","eez",103,"Sao Tome and Principe"
104,"dem_dest",4.95477802160805e-06,"eez","eez",104,"Equatorial Guinea"
105,"dem_dest",-1.43807144932702e-08,"eez","eez",105,"Bouvet Island"
106,"dem_dest",-1.51132399498517e-05,"eez","eez",106,"Ghana"
107,"dem_dest",0.000101692959641306,"eez","eez",107,"Clipperton Island"
108,"dem_dest",-1.36755896347195e-07,"eez","eez",108,"Bermuda"
110,"dem_dest",-6.56032114691775e-06,"eez","eez",110,"Bahamas"
111,"dem_dest",-1.31615029606861e-05,"eez","eez",111,"Turks and Caicos Islands"
112,"dem_dest",-5.77962306764264e-05,"eez","eez",112,"Cuba"
113,"dem_dest",7.24689240906494e-07,"eez","eez",113,"Cayman Islands"
114,"dem_dest",0.000692560458196455,"eez","eez",114,"Haiti"
115,"dem_dest",-0.000271831544705362,"eez","eez",115,"Dominican Republic"
116,"dem_dest",-0.000152134814096655,"eez","eez",116,"Puerto Rico and Virgin Islands of the United States"
117,"dem_dest",-0.000319032184277494,"eez","eez",117,"British Virgin Islands"
118,"dem_dest",-0.00353245031401419,"eez","eez",118,"Anguilla"
119,"dem_dest",-0.000123954009125925,"eez","eez",119,"Saint Kitts and Nevis"
120,"dem_dest",4.42857391242789e-05,"eez","eez",120,"Antigua and Barbuda"
121,"dem_dest",-0.000186940204680782,"eez","eez",121,"Montserrat"
122,"dem_dest",3.2946921286408e-05,"eez","eez",122,"Saint Lucia"
123,"dem_dest",-0.000437456613864529,"eez","eez",123,"Dominica"
124,"dem_dest",-1.2179409569469e-07,"eez","eez",124,"Barbados"
125,"dem_dest",2.9786663046859e-07,"eez","eez",125,"Grenada"
126,"dem_dest",-0.000785196650483442,"eez","eez",126,"Trinidad and Tobago"
127,"dem_dest",-1.16835113178197e-05,"eez","eez",127,"Saint Vincent and the Grenadines"
129,"dem_dest",-0.00209416574759322,"eez","eez",129,"Panama"
130,"dem_dest",-0.000265485560262041,"eez","eez",130,"Costa Rica"
131,"dem_dest",0.00024760684719242,"eez","eez",131,"Nicaragua"
132,"dem_dest",-0.000969147287552147,"eez","eez",132,"Colombia"
133,"dem_dest",-0.000330692436564577,"eez","eez",133,"Honduras"
134,"dem_dest",-0.00194395986132745,"eez","eez",134,"El Salvador"
135,"dem_dest",0.00198898348808405,"eez","eez",135,"Mexico"
136,"dem_dest",-0.00124599847343598,"eez","eez",136,"Guatemala"
137,"dem_dest",0.00123623062481411,"eez","eez",137,"Ecuador"
138,"dem_dest",0.00155000470066674,"eez","eez",138,"Peru"
139,"dem_dest",-0.00491800582212158,"eez","eez",139,"Venezuela"
140,"dem_dest",-0.00083553255526018,"eez","eez",140,"Guadeloupe and Martinique"
141,"dem_dest",-0.0193357048459554,"eez","eez",141,"Faeroe Islands"
143,"dem_dest",-0.00706835044610841,"eez","eez",143,"Iceland"
144,"dem_dest",-0.00995881662789483,"eez","eez",144,"Jan Mayen"
145,"dem_dest",-0.000480327740538017,"eez","eez",145,"Greenland"
146,"dem_dest",-1.58310614669926e-08,"eez","eez",146,"Pitcairn"
147,"dem_dest",-1.10088152317173e-05,"eez","eez",147,"French Polynesia"
148,"dem_dest",1.62128581198486e-05,"eez","eez",148,"Line Islands (Kiribati)"
149,"dem_dest",-5.42471852351815e-05,"eez","eez",149,"Jarvis Island"
150,"dem_dest",-0.000389160889772841,"eez","eez",150,"Palmyra Atoll"
151,"dem_dest",5.20801726871711e-05,"eez","eez",151,"American Samoa"
152,"dem_dest",-0.000274364349527782,"eez","eez",152,"Samoa"
153,"dem_dest",-5.3464701310344e-06,"eez","eez",153,"Cook Islands"
154,"dem_dest",-4.55632036589282e-07,"eez","eez",154,"Niue"
155,"dem_dest",0.000142003754574188,"eez","eez",155,"Tonga"
156,"dem_dest",-1.45728594765853e-06,"eez","eez",156,"Tokelau"
157,"dem_dest",2.51520074565385e-05,"eez","eez",157,"Phoenix Islands (Kiribati)"
158,"dem_dest",0,"eez","eez",158,"Howland Island and Baker Island"
159,"dem_dest",-7.61564887199511e-05,"eez","eez",159,"Johnston Atoll"
161,"dem_dest",0.000207273244964374,"eez","eez",161,"Wallis and Futuna"
162,"dem_dest",-0.000600679744541808,"eez","eez",162,"New Zealand"
163,"dem_dest",-0.000489339252044873,"eez","eez",163,"United States"
164,"dem_dest",-0.000116005082474465,"eez","eez",164,"Belize"
166,"dem_dest",0.000273813117802278,"eez","eez",166,"Jamaica"
167,"dem_dest",-0.00265735796067244,"eez","eez",167,"Guyana"
168,"dem_dest",0.00273304334411962,"eez","eez",168,"Suriname"
169,"dem_dest",0.000590769612124779,"eez","eez",169,"French Guiana"
171,"dem_dest",-0.000103735764175774,"eez","eez",171,"Brazil"
172,"dem_dest",0.00147195804973684,"eez","eez",172,"Argentina"
173,"dem_dest",0.000928761431830228,"eez","eez",173,"Uruguay"
174,"dem_dest",-4.22091679605968e-05,"eez","eez",174,"Finland"
175,"dem_dest",-0.00814562062107136,"eez","eez",175,"Denmark"
176,"dem_dest",-0.00484284010687109,"eez","eez",176,"Germany"
177,"dem_dest",-0.0054138967328859,"eez","eez",177,"Netherlands"
