"ocean_region","rgn_name","area_km2","chi","sst","oa","slr","shipping","pel_hb","pel_lb","dem_dest","dem_nondest_hb","dem_nondest_lb","art_fish","nutrient","organic","light","direct_human"
"cpps","Ecuador",1079918,0.3209,0.0783,0.114,0.0037,0.1105,0.0027,0.0021,0.0011,1e-04,1e-04,8e-04,0.0042,0.0017,2e-04,0.0013
"cpps","Costa Rica",576132,0.4652,0.1856,0.1064,0.0023,0.1593,3e-04,1e-04,0.001,1e-04,0,1e-04,0.0059,0.0022,2e-04,0.0014
"cpps","Southeast Pacific Ocean",NA,0.6201,0.2767,0.298,0,0.0443,2e-04,9e-04,0,0,0,0,0,0,0,0
"cpps","Clipperton Island",433990,0.6357,0.3753,0.1366,0,0.1236,0,2e-04,0,0,0,0,0,0,0,0
"cpps","Peru",838324,0.6507,0.0368,0.3189,0.0049,0.1686,0.0076,0.0712,0.0136,0,0.0052,0.0075,0.0087,0.005,4e-04,0.0022
"cpps","weighted average of eez regions",7649024,0.6867,0.237,0.2893,0.0059,0.1247,0.0027,0.0108,0.0032,3e-04,0.0013,0.0016,0.0053,0.0027,2e-04,0.0017
"cpps","Chile",3657313,0.7153,0.2006,0.4143,0.0061,0.074,0.0026,0.0054,0.0024,5e-04,0.0013,0.0013,0.0032,0.0019,1e-04,0.0014
"cpps","Panama",332644,1.0959,0.5933,0.1796,0.0196,0.2704,0.0051,0.0025,0.0057,5e-04,5e-04,0.0012,0.0101,0.0014,5e-04,0.0055
"cpps","Colombia",730703,1.1447,0.679,0.1742,0.009,0.2559,1e-04,1e-04,8e-04,2e-04,0,1e-04,0.0137,0.0084,3e-04,0.0028
