"ocean_region","rgn_name","area_km2","pressure","value"
"cpps","Clipperton Island",433990,"direct_human",0
"cpps","Clipperton Island",433990,"light",0
"cpps","Clipperton Island",433990,"nutrient",0
"cpps","Clipperton Island",433990,"organic",0
"cpps","Clipperton Island",433990,"dem_nondest_hb",4.03566815061166e-09
"cpps","Clipperton Island",433990,"dem_nondest_lb",6.11383643811755e-09
"cpps","Clipperton Island",433990,"art_fish",6.8128661270142e-08
"cpps","Clipperton Island",433990,"dem_dest",4.9499266270295e-07
"cpps","Costa Rica",576132,"dem_nondest_lb",5.36732458487858e-06
"cpps","Clipperton Island",433990,"slr",9.44342108484904e-06
"cpps","Colombia",730703,"dem_nondest_lb",1.02799995672652e-05
"cpps","Clipperton Island",433990,"pel_hb",1.39508142885534e-05
"cpps","Peru",838324,"dem_nondest_hb",2.6598713506453e-05
"cpps","Colombia",730703,"art_fish",6.3084851761692e-05
"cpps","Chile",3657313,"light",9.82557267422816e-05
"cpps","Ecuador",1079918,"dem_nondest_lb",0.000113603188919112
"cpps","Colombia",730703,"pel_lb",0.000115071490811852
"cpps","Colombia",730703,"pel_hb",0.000128375718119986
"cpps","Costa Rica",576132,"dem_nondest_hb",0.000129145725100642
"cpps","Ecuador",1079918,"dem_nondest_hb",0.00013077117386074
"cpps","Costa Rica",576132,"art_fish",0.000137964935032247
"cpps","Costa Rica",576132,"pel_lb",0.000141982165522877
"cpps","Clipperton Island",433990,"pel_lb",0.000151281310721416
"cpps","Colombia",730703,"dem_nondest_hb",0.00016587210312487
"cpps","Costa Rica",576132,"light",0.000192310033731492
"cpps","Ecuador",1079918,"light",0.000248661342281602
"cpps","Colombia",730703,"light",0.000336055302884466
"cpps","Costa Rica",576132,"pel_hb",0.000348501042298853
"cpps","Peru",838324,"light",0.000432973752043228
"cpps","Panama",332644,"dem_nondest_hb",0.000486788713013128
"cpps","Chile",3657313,"dem_nondest_hb",0.000495638412775159
"cpps","Panama",332644,"dem_nondest_lb",0.000529242492717288
"cpps","Panama",332644,"light",0.00054019897530515
"cpps","Ecuador",1079918,"art_fish",0.000772997105682113
"cpps","Colombia",730703,"dem_dest",0.000832770542810325
"cpps","Costa Rica",576132,"dem_dest",0.00101375901023055
"cpps","Ecuador",1079918,"dem_dest",0.00110368408835253
"cpps","Panama",332644,"art_fish",0.0011791989545456
"cpps","Ecuador",1079918,"direct_human",0.00127987131215966
"cpps","Chile",3657313,"art_fish",0.00131155063800586
"cpps","Chile",3657313,"dem_nondest_lb",0.0013313973898408
"cpps","Costa Rica",576132,"direct_human",0.00135968515735233
"cpps","Panama",332644,"organic",0.00144089227128902
"cpps","Chile",3657313,"direct_human",0.00144382363392558
"cpps","Ecuador",1079918,"organic",0.00166435375989112
"cpps","Chile",3657313,"organic",0.00185241564926223
"cpps","Ecuador",1079918,"pel_lb",0.0021165957393364
"cpps","Costa Rica",576132,"organic",0.00217276002972376
"cpps","Peru",838324,"direct_human",0.00222440422516142
"cpps","Costa Rica",576132,"slr",0.00234360982809495
"cpps","Chile",3657313,"dem_dest",0.00243971854310331
"cpps","Panama",332644,"pel_lb",0.00246592285237053
"cpps","Chile",3657313,"pel_hb",0.00263299567230532
"cpps","Ecuador",1079918,"pel_hb",0.00268527599975873
"cpps","Colombia",730703,"direct_human",0.00284988231936889
"cpps","Chile",3657313,"nutrient",0.00318602612641337
"cpps","Ecuador",1079918,"slr",0.00373411973549737
