impact,habitat,year,mean,sd,name,impact_name
art_fish,beach,2013,0.0219385625308052,0.0670444541722891,beach,artisanal fishing
art_fish,coral_reef,2013,0.0581637956129373,0.136477374453475,coral reef,artisanal fishing
art_fish,deep_waters,2013,0,0,deep water,artisanal fishing
art_fish,d_h_bottom,2013,0,0,deep hard bottom,artisanal fishing
art_fish,d_s_benthic,2013,2.56649961448744e-5,7.87945859280069e-4,deep soft benthic,artisanal fishing
art_fish,hard_shelf,2013,0.0430947092677611,0.124966859996949,hard shelf,artisanal fishing
art_fish,hard_slope,2013,0.00242833721460188,0.0104681580396233,hard slope,artisanal fishing
art_fish,inttidalmud,2013,0.0125363214814893,0.0383111170936099,intertidal mud,artisanal fishing
art_fish,kelp,2013,0.0199061637086991,0.0548990691895416,kelp forest,artisanal fishing
art_fish,mangroves,2013,0.17196965090841,0.350544791357855,mangrove,artisanal fishing
art_fish,rky_intidal,2013,0.0407430446241871,0.124511128427958,rocky intertidal,artisanal fishing
art_fish,rocky_reef,2013,0.0946719627755863,0.21190406958959,rocky reef,artisanal fishing
art_fish,salt_marsh,2013,0.0188044822659527,0.057466676070165,salt marsh,artisanal fishing
art_fish,seagrass,2013,0.0303093859551647,0.0632977015268639,seagrass,artisanal fishing
art_fish,seamounts,2013,3.33224635952947e-4,0.00359556604650931,deep seamount,artisanal fishing
art_fish,soft_shelf,2013,0.0131375174844363,0.0506400366969635,soft shelf,artisanal fishing
art_fish,soft_slope,2013,0,0,soft slope,artisanal fishing
art_fish,s_t_s_bottom,2013,0,0,subtidal soft bottom,artisanal fishing
art_fish,surface_waters,2013,0.0014446627305164,0.0166918911940906,surface water,artisanal fishing
art_fish,suspension_reef,2013,0.0313408036623974,0.0957777922473401,susp. feeder reef,artisanal fishing
dem_dest,beach,2013,0.00593543319208817,0.0181450457409867,beach,comm fish: dem dest
dem_dest,coral_reef,2013,0.0199560593663071,0.079020524418837,coral reef,comm fish: dem dest
dem_dest,deep_waters,2013,0.00102005408523744,0.011644947897983,deep water,comm fish: dem dest
dem_dest,d_h_bottom,2013,4.76925852231196e-4,0.0127216313102655,deep hard bottom,comm fish: dem dest
dem_dest,d_s_benthic,2013,1.28341391532069e-4,0.00418249695320299,deep soft benthic,comm fish: dem dest
dem_dest,hard_shelf,2013,0.0536459847524615,0.141694579032421,hard shelf,comm fish: dem dest
dem_dest,hard_slope,2013,0.0203284175949128,0.127046101458479,hard slope,comm fish: dem dest
dem_dest,inttidalmud,2013,0.0415480322080351,0.127015318698705,intertidal mud,comm fish: dem dest
dem_dest,kelp,2013,0.045948957073652603,0.111261957389469,kelp forest,comm fish: dem dest
dem_dest,mangroves,2013,0,0,mangrove,comm fish: dem dest
dem_dest,rky_intidal,2013,0.0356125992682945,0.108870275494676,rocky intertidal,comm fish: dem dest
dem_dest,rocky_reef,2013,0.0620060032824899,0.167788585672235,rocky reef,comm fish: dem dest
dem_dest,salt_marsh,2013,0.0296771659168509,0.0907252281961012,salt marsh,comm fish: dem dest
dem_dest,seagrass,2013,0.00440703410390299,0.00982560708872788,seagrass,comm fish: dem dest
dem_dest,seamounts,2013,0.00160552531428769,0.0277626377075103,deep seamount,comm fish: dem dest
dem_dest,soft_shelf,2013,0.0457260201948851,0.13771525679613,soft shelf,comm fish: dem dest
dem_dest,soft_slope,2013,0.010584505850121,0.0668713797715283,soft slope,comm fish: dem dest
dem_dest,s_t_s_bottom,2013,0.0437925433002855,0.140880374918787,subtidal soft bottom,comm fish: dem dest
dem_dest,surface_waters,2013,0.00267764196907909,0.0305679879107723,surface water,comm fish: dem dest
